	xmlid	date	title	author	roman
7508	5426019.xml	1753	Églogue sur la naissance de Mgr le duc d'Aquitaine... [Signé : Dupain de Triel.]	Dupain-Triel	other
2418	5846230.xml	1753	Amour pour amour, comédie de M. de La Chaussée,... en 3 actes, en vers, avec un prologue, représentée sur le théâtre de la Comédie-françoise, au mois de janvier 1742...	La Chaussée	other
4453	5821134.xml	1753	Histoire critique du calcul des infiniment-petits, contenant la métaphysique et la théorie de ce calcul	Savérien	other
5967	9603369.xml	1753	Les institutions du droit français, suivant l'ordre de celles de Justinien	Serres	other
3069	6540555.xml	1753	Discours en vers sur l'éducation des princes,... par M. Guérin,...	Guérin	other
3575	6274422.xml	1753	Cours de belles-lettres, ou Principes de la littérature — Tome 3	Batteux	other
8752	5414984.xml	1753	Vers sur la naissance de Mgr. le duc d'Aquitaine	Marmontel	other
6954	6529099.xml	1753	Examen d'un essai sur l'architecture	La Font de Saint-Yenne	other
6324	5656592.xml	1753	Éclaircissemens géographiques sur la carte de l'Inde	Anville	other
2763	5540157.xml	1753	Attestation de l'assemblée des États généraux de Franche-Comté concernant la maison de Bauffremont	A-UNKNOWN	other
4163	5458541.xml	1753	Rome sauvée	Voltaire 	other
7785	6548466.xml	1753	La Grande Galerie de Versailles et les deux salons qui l'accompagnent	Rainssant	other
3456	5651872.xml	1753	Observations critiques sur les nouvelles découvertes de l'amiral de La Fuente	Robert de Vaugondy	other
8511	5853822.xml	1753	Institution au droit françois — Tome 2	Argou	other
6096	6225183.xml	1753	Instruction sur l'exercice de la cavalerie... Du 29 juin 1753	A-UNKNOWN	other
1565	5660617.xml	1753	Les Hommes, comédie-ballet en 1 acte... [Les Comédiens français ordinaires du Roi, 27 juin 1753.]	Saint-Foix	other
3298	5456385.xml	1753	Chanson à Monseigneur le Dauphin sur la naissance de Monseigneur le Duc d'Aquitaine	A-UNKNOWN	other
4408	6516490.xml	1753	Lettre de M.***. a un de ses amis retiré dans une terre.	Secousse	other
1798	6532196.xml	1753	Nouvelles cartes des découvertes de l'amiral de Fonte, et autres navigateurs... dans les mers septentrionales	A-UNKNOWN	other
4257	6227777.xml	1753	Instruction sur le service que les régimens de cavalerie devront faire dans les camps qui s'assembleront pendant la présente année 1753	A-UNKNOWN	other
5779	6216581.xml	1753	L'art de bien argumenter en philosophie	Maupertuis	other
1811	5449445.xml	1753	Ode sur l'entrée de Monseigneur le duc de Chaulnes	Clergé 	other
4744	6471300.xml	1753	Curiosités de l'église de Notre-Dame de Paris	A-UNKNOWN	other
2320	6214823.xml	1753	Le cosmopolite, ou Le citoyen du monde	Fougeret de Montbron	other
5758	5423948.xml	1753	"Poëme qui a remporté le prix de l'Académie françoise, en l'année 1753, par M. Lemière [""sic""]"	Le Mierre	other
5642	6212256.xml	1753	Nouveau traité du nivellement	Lefebvre	other
4273	5819799.xml	1753	Ce qu'on a dit, ce qu'on a voulu dire. Lettre à madame Folio	Marin	other
7951	5544485.xml	1753	Pièces concernant la maison de Bauffremont	A-UNKNOWN	other
3160	6242808.xml	1753	Lettres critiques sur les Lettres philosophiques de Mr de Voltaire, par rapport à notre âme, à sa spiritualité et à son immortalité ; avec la défense des pensées de Pascal contre la critique du même Mr de Voltaire, par M***	Boullier	other
4973	6529248.xml	1753	Oeuvres philosophiques de Mr. de La Mettrie — Tome 1	La Mettrie	other
5685	9601155.xml	1753	Supplément au Recueil de jurisprudence civile du pays de droit écrit et coutumier... édition de 1746	Du Rousseaud de La Combe	other
3143	5759118.xml	1753	Mémoire sur les ouvrages en fer et en acier, qui se fabriquent dans la manufacture royale d'Essonne par le moyen du laminage et qui se vendent à Paris chez le sieur Bullot...	Chopitel	other
2212	5859034.xml	1753	Eloge de Monsieur François Arouet de Voltaire	A-UNKNOWN	other
5679	5425155.xml	1753	Ode sur la convalescence de S. A. S. Monseigneur le comte De la Marche	A-UNKNOWN	other
4994	6534696.xml	1753	L'andrometrie, ou Examen philosophique de l'homme	Boudier de Villemert	other
429	9601102.xml	1753	Examen de deux questions importantes sur le mariage	Le Ridant	other
5645	5546688.xml	1753	Conseils donnés à une jeune demoiselle pour le jour de sa fête	Panard	other
7397	6291559.xml	1753	Oeuvres de monsieur Boindin,...	Boindin	other
2240	5533924.xml	1753	Mémoires de la vie du comte D***, avant sa retraite — Tome 2	Villiers	other
3308	5628211.xml	1753	Vie de Madame de Maintenon [par La Beaumelle.] Tome premier	La Beaumelle	other
8931	5470734.xml	1753	Conférence de l'Ordonnance concernant les donations, avec le droit romain, les anciennes ordonnances, la jurisprudence des Parlemens, et le sentiment des auteurs	Damours	other
6360	6468501.xml	1753	Theses anatomicae et chirurgicae	Loustaunau	other
3709	5434614.xml	1753	Etrennes du Parnasse pour l'année 1753	A-UNKNOWN	other
8105	5424762.xml	1753	Vers sur la naissance de Monseigneur le duc d'Aquitaine	Soret	other
6892	5414540.xml	1753	Idyle héroïque sur la naissance de Notre-Seigneur Jesus-Christ	A-UNKNOWN	other
3775	6220840.xml	1753	Instruction sur l'exercice de l'infanterie...	A-UNKNOWN	other
8898	6248304.xml	1753	Cours de belles-lettres, ou Principes de la littérature — Tome 4	Batteux	other
5406	9601945.xml	1753	Instruction sur les droits des fermes générales du roi, dans les provinces de Flandre et du Haynaut	A-UNKNOWN	other
4465	5531143.xml	1753	Mémoires de la vie du comte D***, avant sa retraite — Tome 1	Villiers	other
903	5458622.xml	1753	Rome sauvée, ou Catilina	Voltaire 	other
3698	5414663.xml	1753	Les Monumens publics	Du Laurent	other
5149	5405900.xml	1753	Observations critiques sur les nouvelles découvertes de l'amiral de La Fuente	Robert de Vaugondy	other
7635	5421252.xml	1753	Idile sur la naissance de Notre-Seigneur Jésus-Christ	A-UNKNOWN	other
8140	5813453.xml	1753	Catalogue des tableaux, desseins, marbres, bronzes, modeles, estampes et planches gravées, ainsi que des bijoux, porcelaines et autres curiosités de prix	A-UNKNOWN	other
726	6550414.xml	1753	Oeuvres philosophiques de Mr. de La Mettrie — Tome 2	La Mettrie	other
4032	5624446.xml	1753	Lettre d'un académicien de Berlin à un académicien de Paris	A-UNKNOWN	other
1410	5722159.xml	1753	Transaction [du 12 avril 1704 entre Théodore et Pierre Dubousquet, enfants de René Dubousquet, sieur de La Ferrière, et Suzanne de Hardy, veuve dudit sieur de La Ferrière]	A-UNKNOWN	other
1722	5853918.xml	1753	Institution au droit françois — Tome 1	Argou	other
1438	6281569.xml	1753	Dictionnaire universel de mathématique et de physique — Tome 2	Savérien	other
8171	6246890.xml	1753	Lettres historiques et philologiques du comte d'Orreri, sur la vie et les ouvrages de Swift	Boyle	other
4055	5814911.xml	1753	Les troqueurs	Vadé	other
7316	5455627.xml	1753	Chanson nouvelle	A-UNKNOWN	other
6953	6383099.xml	1753	Nouvelles annales de Paris, jusqu'au règne de Hugues-Capet. On y a joint le poème d'Abbon sur le fameux siège de Paris par les Normans en 885 et 886... avec des notes... par Dom Toussaints Du Plessis,...	Du Plessis	other
7607	6219718.xml	1753	Instruction sur l'exercice de l'infanterie...	A-UNKNOWN	other
530	6212435.xml	1753	Théorie et pratique du commerce et de la marine	Uztáriz	other
7157	6281572.xml	1753	Dictionnaire universel de mathématique et de physique — Tome 1	Savérien	other
4467	6478869.xml	1753	La Prévoyance du marinier, utile à sa santé, dédiée à la Compagnie des Indes, par M. Pierre Decan-de-Villeneuve,...	Decan de Villeneuve	other
1601	6438357.xml	1754	Journal du citoyen	Jèze 	other
4269	6488799.xml	1754	Oeuvres de M. de La Chaussée,... — Tome 1	La Chaussée	other
6730	5589303.xml	1754	Le nouveau dictionnaire suisse, françois-allemand et allemand-françois	Poëtevin	other
3843	5449584.xml	1754	Alceste, ou Le triomphe d'Alcide	Quinault	other
4527	6527887.xml	1754	Dialogues socratiques, ou Instructions sur divers sujets de morale	Vernet	other
5739	6291565.xml	1754	Recueil des lettres de Mme la marquise de Sévigné à Mme la comtesse de Grignan, sa fille — Tome 3	Sévigné	other
4367	5462923.xml	1754	La beauté, Ode, dédiée au beau sexe	A-UNKNOWN	other
5319	5426028.xml	1754	Sur la naissance de Mgr le duc de Berry. [Signé : J.-B. Geoffroy.]	Geoffroy	other
8654	5833246.xml	1754	"Lettre de l'auteur de ""Paros"" [Gabriel Mailhol] à M. le Mis de M... sur les critiques de cette tragédie insérées dans les feuilles périodiques"	Mailhol	other
7209	5414596.xml	1754	Cantique à l'honneur de la naissance de Notre-Seigneur Jésus-Christ	A-UNKNOWN	other
1898	6200731.xml	1754	Réponse de Monsieur *** à la Lettre de M. Bouguer sur divers points d'astronomie-pratique et sur le supplément au Journal historique de M. de La Condamine	A-UNKNOWN	other
6803	6290309.xml	1754	Recueil des lettres de Mme la marquise de Sévigné à Mme la comtesse de Grignan, sa fille — Tome 5	Sévigné	other
5917	6527753.xml	1754	Le Philosophe au Parnasse françois ou Le moraliste enjoué	Tschudi	other
5717	5462468.xml	1754	Petites Poésies (par Bonnet de Chemilin)	Bonnet de Chemilin	other
8168	5836890.xml	1754	Lettre a M. D. F. docteur en medecine	Andouillé	other
1073	6216166.xml	1754	Le bonheur, ou Nouveau système de jurisprudence naturelle	Luzac	other
8708	5790547.xml	1754	Essai sur les colonies françaises, ou Discours politiques sur la nature du gouvernement, de la population et du commerce de la colonie de S. D. [Saint-Domingue.]	Saintard	other
1955	6566392.xml	1754	Les règles du dessein et du lavis	Buchotte	other
3757	5589483.xml	1754	Le nouveau dictionnaire suisse, françois-allemand et allemand-françois	Poëtevin	other
4924	5660791.xml	1754	Les Méprises, comédie en 1 acte, et en vers, par M. Pierre Rousseau. [Théâtre françois, avril et mai 1754.]	Rousseau	other
8722	5414530.xml	1754	Stances à Monseigneur de Crussol-d'Uzès, archevêque de Toulouse	Carles	other
5722	5545832.xml	1754	Ode sur la naissance de Monseigneur le duc de Berry	Faure	other
8292	6478554.xml	1754	Oeuvres de M. Houdar de La Motte,... — Partie 1,Tome 1	La Motte	other
3438	6471991.xml	1754	Oeuvres de M. de La Chaussée,... — Tome 2	La Chaussée	other
7414	6283454.xml	1754	Dictionnaire des postes	Guyot	other
5150	6581900.xml	1754	Rapport des chrétiens et des Hébreux et un discours préliminaire sur la loi de nature,...	Gauchat	other
1296	6208262.xml	1754	Recueil des rits et des cérémonies du pélerinage de La Mecque	Galland	other
3275	5445621.xml	1754	Observations sur les oeuvres poétiques de M. de Caux de Cappeval	Aquin de Chateau-Lyon	other
6965	5771989.xml	1754	La forest enchantée	Servandoni	other
6862	6494817.xml	1754	Oeuvres de M. Houdar de La Motte,... — Tome 4	La Motte	other
7204	5858858.xml	1754	Élégie sur la mort de Madame Q***, épouse de l'auteur, arrivée le 4 Octobre 1754	A-UNKNOWN	other
4251	6582700.xml	1754	Histoire du Japon... nouvelle édition... par le Père de Charlevoix,... — Tome 2	Charlevoix	other
4234	6424347.xml	1754	Essais de médecine sur le flux menstruel et la curation des maladies de la tête	Emett	other
2935	5497353.xml	1754	Catalogue des livres de feu Monsieur le chevalier Perrin,...	A-UNKNOWN	other
442	5813096.xml	1754	Arithmetique des musiciens, ou Essai qui a pour objet diverses espéces de calcul des intervalles	Gallimard	other
2884	6294027.xml	1754	Recueil des lettres de Mme la marquise de Sévigné à Mme la comtesse de Grignan, sa fille — Tome 8	Sévigné	other
8793	5543199.xml	1754	Lettre de M. *** à Mme de *** sur le nouveau spectacle donné sur le grand théâtre du palais des Tuileries, le dimanche 31 mars 1754, par le sieur Servandoni,...	A-UNKNOWN	other
6498	5802307.xml	1754	Les amours de Bastien et Bastiene, parodie du Devin du village	Favart	other
8659	6474246.xml	1754	Oeuvres de M. Houdar de La Motte,... — Tome 7	La Motte	other
1496	5660514.xml	1754	Le Mariage de la raison avec l'esprit, comédie en vers en 1 acte, par M. Du Jardin	Dujardin	other
5331	6459481.xml	1754	Motets chantés dans l'église paroissiale de S. Eustache, le mercredi 22 mai 1754 à l'occasion de la première pierre posée par S. A. S. Mgr. le duc de Chartres au portail de la dite église... [suivis de compliments au duc de Chartres]	A-UNKNOWN	other
7002	6478967.xml	1754	Oeuvres de M. Houdar de La Motte,... — Tome 6	La Motte	other
3593	6579669.xml	1754	Rapport des chrétiens et des Hébreux et un discours préliminaire sur la loi de nature,...	Gauchat	other
6491	5438740.xml	1754	La Pr.....ade ou L'apotheose du docteur Pr...pe	Giraud	other
776	6532469.xml	1754	Discours sur la nécessité de l'étude de l'architecture	Blondel	other
8290	6291554.xml	1754	Recueil des lettres de Mme la marquise de Sévigné à Mme la comtesse de Grignan, sa fille — Tome 1	Sévigné	other
1753	5612105.xml	1754	Mémoire de Monsieur de Klinglin, préteur royal de la ville de Strasbourg	Klinglin	other
6507	5499307.xml	1754	Catalogue des livres imprimés, ou qui se trouvent en nombre chez Pissot, libraire, quai de Conty, à la descente du Pont-Neuf, à la Sagesse. M. DCC. LIV.	A-UNKNOWN	other
8736	6580810.xml	1754	Histoire du Japon... nouvelle édition... par le Père de Charlevoix,... — Tome 5	Charlevoix	other
6086	6200167.xml	1754	Lettre à Monsieur *** dans laquelle on discute divers points d'astronomie pratique, et où l'on fait quelques remarques sur le Supplement au Journal historique du voyage à l'Equateur de M. de la C.	Bouguer	other
184	6235857.xml	1754	Lettres flamandes, ou Histoire des variations et contradictions de la prétendue religion naturelle	Duhamel	other
5244	6291624.xml	1754	Recueil des lettres de Mme la marquise de Sévigné à Mme la comtesse de Grignan, sa fille — Tome 4	Sévigné	other
4792	6225476.xml	1754	Instruction sur l'exercice de la cavalerie	A-UNKNOWN	other
408	5425986.xml	1754	Ode sur la naissance de Mgr le duc de Berry... [Signé : Dupain de Triel.]	Dupain-Triel	other
1333	5414652.xml	1754	Eloge funèbre consacré au Dieu Tout-puissant et à la mémoire immortelle de MM. Charles-Gabriel-Daniel de Pestel, de Thubieres, de Caylus évêque d'Auxerre	A-UNKNOWN	other
5633	6485221.xml	1754	Examen du matérialisme, relativement à la métaphysique — Tome 2	Denesle 	other
1353	5440658.xml	1754	Le tombeau de Monsieur Néricault-Destouches, de l'Académie françoise	Tanevot	other
1449	5846413.xml	1754	Les Simpaties, histoire en vers, par M. Disson	Disson	other
4450	6484039.xml	1754	Oeuvres de M. Houdar de La Motte,... — Partie 2,Tome 1	La Motte	other
8465	6209496.xml	1754	Instruction sur le service que les régimens de cavalerie devront faire dans les camps qui s'assembleront pendant la présente année 1754	A-UNKNOWN	other
7440	5781064.xml	1754	Alexandre, tragédie nouvelle en 5 actes, par M. de Fen... [Fénelon.]	Fénelon	other
4166	6481541.xml	1754	Oeuvres de M. Houdar de La Motte,... — Tome 3	La Motte	other
8731	6583530.xml	1754	Histoire du Japon... nouvelle édition... par le Père de Charlevoix,... — Tome 3	Charlevoix	other
6382	6494821.xml	1754	Oeuvres de M. Houdar de La Motte,... — Tome 2	La Motte	other
7364	6461367.xml	1754	L'esprit de l'art musical, ou Réflexions sur la musique et ses différentes parties	Blainville	other
3652	6493354.xml	1754	Oeuvres de M. Houdar de La Motte,... — Tome 5	La Motte	other
660	6582760.xml	1754	Histoire du Japon... nouvelle édition... par le Père de Charlevoix,... — Tome 4	Charlevoix	other
