,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_139,"vec l'air le plus rébarbatif, EST-CE LÀ L'HEURE DE VENIR DANS UNE ÉGLISE ?... VOUS AVEZ BIEN L'AIR D'UNE AVENTURIÈRE. 
--SAINT HOMME, DIS-JE EN ME PROSTERNANT, J'AI CRU QU'IL ÉTAIT TOUJOURS TEMPS DE SE PRÉSENTER À LA MAISON DE DIEU ; J'ACCOURS DE BIEN LOIN POUR M'Y RENDRE, PLEINE DE FERVEUR ET DE DÉVOTION, JE DEMANDE À ME CONFESSER S'IL EST POSSIBLE, ET QUAND l'intérieur de ma conscience "," dit ce moine assez durement, EST-CE LÀ L'HEURE DE VENIR DANS UNE ÉGLISE ? VOUS AVEZ BIEN L'AIR D'UNE AVENTURIÈRE. 
--SAINT HOMME, DIS-JE EN ME PROSTERNANT, J'AI CRU QU'IL ÉTAIT TOUJOURS TEMPS DE SE PRÉSENTER À LA MAISON DE DIEU ; J'ACCOURS DE BIEN LOIN POUR M'Y RENDRE, PLEINE DE FERVEUR ET DE DÉVOTION, JE DEMANDE À ME CONFESSER S'IL EST POSSIBLE, ET QUAND ma conscience vous sera connu","(238741, 239072)","(129870, 130198)"
Sade_Infortunes_140,"Image. 
--Mais ce n'est pas l'HEURE DE SE CONFESSER, DIT LE MOINE EN SE RADOUCISSANT ; OÙ PASSEREZ-VOUS LA NUIT ? NOUS N'AVONS POINT d'hospice... il valait mieux ",". 
--Mais ce n'est pas trop l'HEURE DE SE CONFESSER, DIT LE MOINE EN SE RADOUCISSANT ; OÙ PASSEREZ-VOUS LA NUIT ? NOUS N'AVONS POINT d'endroit pour vous loger ; i","(239225, 239327)","(130390, 130492)"
Sade_Infortunes_141,"ue, et que nous ne soyons pas DANS L'USAGE DE RECEVOIR SI TARD, J'ENTENDRAI CEPENDANT VOTRE CONFESSION, ET NOUS AVISERONS APRÈS AUX MOYENS DE VOUS FAIRE DÉCEMMENT PASSER LA NUIT, jusqu'au moment où vous pour","e et que nous ne soyons point DANS L'USAGE DE RECEVOIR SI TARD, J'ENTENDRAI CEPENDANT VOTRE CONFESSION, ET NOUS AVISERONS APRÈS AUX MOYENS DE VOUS FAIRE DÉCEMMENT PASSER LA NUIT jusqu'à l'heure où vous pourr","(240540, 240687)","(131431, 131578)"
Sade_Infortunes_142,"s modeste, le plus sincère et LE PLUS NAÏF : --EH BIEN ME DIT LE MOINE EN SE LEVANT, ET ME PRENANT PAR LA MAIN, VENEZ, MON ENFANT, je vous procurerai la douce ","s et y ayant répondu de l'air LE PLUS NAÏF : --EH BIEN, ME DIT LE MOINE EN SE LEVANT, ET ME PRENANT PAR LA MAIN, VENEZ, MON ENFANT ; il est trop tard pour vous ","(242625, 242724)","(133138, 133238)"
Sade_Infortunes_143,"ers le fond de l'église... 
--EH QUOI LUI DIS-JE ALORS AVEC UNE SORTE D'INQUIÉTUDE DONT JE NE ME SENTAIS PAS MAÎTRESSE... EH QUOI MON PÈRE, DANS L'INTÉRIEUR ? 
--Et où donc, charmante pè","nduisit vers la sacristie. 
--EH QUOI, LUI DIS-JE ALORS AVEC UNE SORTE D'INQUIÉTUDE DONT JE NE ME SENTAIS PAS MAÎTRESSE, EH QUOI, MON PÈRE, DANS L'INTÉRIEUR de votre maison ? 
--Et où do","(242929, 243055)","(133510, 133636)"
Sade_Infortunes_144,"enflammeront que davantage. A QUI DONC AUREZ-VOUS RECOURS ? SERA-CE À CE DIEU QUE VOUS VENIEZ IMPLORER AVEC TANT DE ZÈLE, ET QUI, pour vous récompenser de cet","s envie de vous épargner... à QUI DONC AUREZ-VOUS RECOURS, SERA-CE À CE DIEU QUE VOUS VENIEZ IMPLORER AVEC TANT DE ZÈLE, ET QUI profite de cette ferveur pour","(253530, 253628)","(139315, 139412)"
Sade_Infortunes_145,"her de nos mains, et il n'y a NI DANS LA CLASSE DES CHOSES POSSIBLES, NI DANS CELLE DES MIRACLES, AUCUNE SORTE DE MOYEN QUI PUISSE RÉUSSIR À VOUS FAIRE CONSERVER PLUS LONGTEMPS CETTE VERTU DONT VOUS ÊTES SI FIÈRE ; QUI PUISSE ENFIN VOUS EMPÊCHER DE DEVENIR DANS TOUS LES SENS, ET DE TOUTES LES MANIÈRES, la proie des excès libidineu","rer de nos mains, qu'il n'y a NI DANS LA CLASSE DES CHOSES POSSIBLES, NI DANS CELLE DES MIRACLES, AUCUNE SORTE DE MOYEN QUI PUISSE RÉUSSIR À VOUS FAIRE CONSERVER PLUS LONGTEMPS CETTE VERTU DONT VOUS ÊTES SI FIÈRE, QUI PUISSE ENFIN VOUS EMPÊCHER DE DEVENIR DANS TOUS LES SENS ET DE TOUTES LES MANIÈRES imaginables la proie des excè","(253999, 254271)","(139623, 139893)"
Sade_Infortunes_146,"que pendant ce temps les huit AUTRES FEMMES SE TIENNENT AUTOUR DE NOUS, POUR PRÉVENIR LES BESOINS, OU POUR LES EXCITER. 
AUSSITÔT UN CERCLE SE FORME, ON ME PLACE AU MILIEU, ET LÀ, PENDANT PLUS DE DEUX HEURES, JE SUIS EXAMINÉE, CONSIDÉRÉE, TOUCHÉE PAR CES QUATRE MOINES, ÉPROUVANT TOUR À TOUR DE CHACUN OU DES ÉLOGES, OU DES CRITIQUES. 
VOUS ME PERMETTREZ, MADAME, DIT NOTRE BELLE PRISONNIÈRE EN ROUGISSANT, de vous déguiser une partie ","pendant ce temps-là les trois AUTRES FEMMES SE TIENNENT AUTOUR DE NOUS POUR PRÉVENIR LES BESOINS OU POUR LES EXCITER. 
AUSSITÔT UN CERCLE SE FORME, ON ME PLACE AU MILIEU, ET LÀ PENDANT PLUS DE DEUX HEURES, JE SUIS EXAMINÉE, CONSIDÉRÉE, PALPÉE PAR CES QUATRE LIBERTINS, ÉPROUVANT TOUR À TOUR DE CHACUN OU DES ÉLOGES OU DES CRITIQUES. VOUS ME PERMETTREZ, MADAME, DIT NOTRE BELLE PRISONNIÈRE EN ROUGISSANT prodigieusement ici, de vous ","(256072, 256447)","(141790, 142162)"
Sade_Infortunes_147," cas dicter à des scélérats ; QU'ELLE LES VOIE SUCCESSIVEMENT PASSER DE MES COMPAGNES À MOI, COMPARER, RAPPROCHER, CONFRONTER, DISCOURIR, ET ELLE N'AURA VRAISEMBLABLEMENT ENCORE QU'UNE FAIBLE IDÉE de ce qui s'exécuta, dans ces","l cas dicter à des libertins, QU'ELLE LES VOIE SUCCESSIVEMENT PASSER DE MES COMPAGNES À MOI, COMPARER, RAPPROCHER, CONFRONTER, DISCOURIR, ET ELLE N'AURA VRAISEMBLABLEMENT ENCORE QU'UNE LÉGÈRE IDÉE de tout ce qui s'exécuta dans","(256628, 256794)","(142380, 142546)"
Sade_Infortunes_148,"ont on m'avait rendue témoin. HÉLAS SI QUELQUEFOIS MON IMAGINATION S'ÉTAIT ÉGARÉE SUR CES PLAISIRS, JE LES CROYAIS CHASTES COMME LE DIEU QUI LES INSPIRAIT, DONNÉES PAR LA NATURE POUR SERVIR DE CONSOLATION AUX HUMAINS, JE LES SUPPOSAIS NÉS DE L'AMOUR ET DE LA DÉLICATESSE. J'ÉTAIS BIEN LOIN DE CROIRE QUE L'HOMME, À L'EXEMPLE DES BÊTES FÉROCES, NE PÛT JOUIR QU'EN FAISANT FRÉMIR SA compagne... Puis revenant sur","uvait m'outrager davantage... HÉLAS, SI QUELQUEFOIS MON IMAGINATION S'ÉTAIT ÉGARÉE SUR CES PLAISIRS, JE LES CROYAIS CHASTES COMME LE DIEU QUI LES INSPIRAIT, DONNÉS PAR LA NATURE POUR SERVIR DE CONSOLATION AUX HUMAINS, NÉS DE L'AMOUR ET DE LA DÉLICATESSE ; J'ÉTAIS BIEN LOIN DE CROIRE QUE L'HOMME À L'EXEMPLE DES BÊTES FÉROCES NE PÛT JOUIR QU'EN FAISANT FRÉMIR SES compagnes ; je l'éprouvai, et","(269986, 270336)","(144832, 145165)"
Sade_Infortunes_149," jour parut ; Omphale alors s'APPROCHA DE MON LIT. 
--CHÈRE COMPAGNE, ME DIT-ELLE, JE VIENS T'EXHORTER À PRENDRE DU COURAGE ; J'AI PLEURÉ COMME TOI DANS LES PREMIERS JOURS, ET MAINTENANT L'HABITUDE EST PRISE ; TU T'Y ACCOUTUMERAS comme j'ai fait ; les commenc","rs le point du jour Omphale s'APPROCHA DE MON LIT.--CHÈRE COMPAGNE, ME DIT-ELLE, JE VIENS T'EXHORTER À PRENDRE DU COURAGE ; J'AI PLEURÉ COMME TOI DANS LES PREMIERS JOURS ET MAINTENANT L'HABITUDE EST PRISE, TU Y FERAS comme moi ; les premiers mome","(270966, 271165)","(150019, 150205)"
Sade_Infortunes_150,"nsolent en en voyant d'autres AUPRÈS D'EUX. QUELQUE CUISANTES QUE FUSSENT MES DOULEURS, JE LES APAISAI UN INSTANT, POUR PRIER MA COMPAGNE DE ME METTRE AU FAIT DES MAUX AUXQUELS JE DEVAIS m'attendre. 
--Un moment, me ","n en voyant d'autres souffrir AUPRÈS D'EUX. QUELQUE CUISANTES QUE FUSSENT MES DOULEURS, JE LES APAISAI UN INSTANT POUR PRIER MA COMPAGNE DE ME METTRE AU FAIT DES MAUX OÙ JE DEVAIS m'attendre. Écoute, me dit Om","(271489, 271645)","(150562, 150711)"
Sade_Infortunes_151,"qu'on devient en quittant ces LIEUX. NOUS AVONS AUTANT DE PREUVES QUE NOTRE SOLITUDE NOUS PERMET D'EN ACQUÉRIR, QUE LES FILLES RÉFORMÉES PAR LES MOINES NE REPARAISSENT JAMAIS ; eux-mêmes nous en prévienne","on devient quand on quitte ce LIEU. NOUS AVONS AUTANT DE PREUVES QUE NOTRE SOLITUDE NOUS PERMET D'EN ACQUÉRIR, QUE LES FILLES RÉFORMÉES PAR LES MOINES NE REPARAISSENT JAMAIS dans le monde ; eux-mêmes nou","(300671, 300815)","(150993, 151136)"
Sade_Infortunes_152,"us offrez plus à lui, ensuite IL SORT ; LA RÉFORMÉE EMBRASSE SES COMPAGNES, ELLE LEUR PROMET MILLE ET MILLE FOIS DE LES SERVIR, DE PORTER DES PLAINTES, D'ÉBRUITER CE QUI SE PASSE ; L'HEURE SONNE, LE MOINE PARAÎT, LA FILLE PART, ET l'on n'entend plus parler d'e","e à l'entrée de la nuit, puis IL SORT. LA RÉFORMÉE EMBRASSE SES COMPAGNES, ELLE LEUR PROMET MILLE ET MILLE FOIS DE LES SERVIR, DE PORTER DES PLAINTES, D'ÉBRUITER CE QUI SE PASSE ; L'HEURE SONNE, LE MOINE VIENT, LA FILLE PART, ET l'on n'entend jamais parler d","(304213, 304413)","(162464, 162662)"
Sade_Infortunes_153,"ut le succès qu'on pouvait en ATTENDRE. LE PEUPLE CRIA AU MIRACLE, LAISSA DE RICHES OFFRANDES À LA VIERGE, ET S'EN RETOURNA PLUS CONVAINCU QUE JAMAIS DE L'EFFICACITÉ DES GRÂCES DE CETTE MÈRE CÉLESTE. NOS LIBERTINS VOULURENT, POUR DOUBLER LEURS IMPIÉTÉS, QUE FLORETTE parût aux orgies du soir dans","ut le succès qu'on en pouvait ATTENDRE ; LE PEUPLE CRIA AU MIRACLE, LAISSA DE FICHES OFFRANDES À LA VIERGE ET S'EN RETOURNA PLUS CONVAINCU QUE JAMAIS DE L'EFFICACITÉ DES GRÂCES DE CETTE MÈRE CÉLESTE. 
NOS LIBERTINS VOULURENT POUR PARFAIRE LEUR IMPIÉTÉ QUE FLORETTE parût au souper dans les même","(357550, 357786)","(178111, 178345)"
Sade_Infortunes_154,"ette parût aux orgies du soir DANS LES MÊMES VÊTEMENTS QUI LUI AVAIENT ATTIRÉ TANT D'HOMMAGES, ET CHACUN D'EUX ENFLAMMA SES ODIEUX DÉSIRS À LA SOUMETTRE, SOUS CE COSTUME, À L'IRRÉGULARITÉ DE SES CAPRICES. IRRITÉS DE CE PREMIER CRIME, LES SACRILÈGES NE s'en tiennent point là : ils "," que Florette parût au souper DANS LES MÊMES VÊTEMENTS QUI LUI AVAIENT ATTIRÉ TANT D'HOMMAGES, ET CHACUN D'EUX ENFLAMMA SES ODIEUX DÉSIRS À LA SOUMETTRE SOUS CE COSTUME À L'IRRÉGULARITÉ DE SES CAPRICES. IRRITÉS DE CE PREMIER CRIME, LES MONSTRES NE s'en tinrent pas là ; ils l'é","(357812, 358033)","(178362, 178579)"
Sade_Infortunes_155,"érino, me voyant en cet état, DIT QUE POUR M'Y APPRIVOISER IL FALLAIT QUE JE SERVISSE D'AUTEL À MON TOUR. ON ME SAISIT ; ON ME PLACE AU MÊME LIEU QUE FLORETTE ; le sacrifice se consomme, e","utenir. Raphaël, voyant cela, DIT QUE POUR M'Y APPRIVOISER IL FALLAIT QUE JE SERVISSE D'AUTEL À MON TOUR. ON ME SAISIT, ON ME PLACE AU MÊME LIEU QUE FLORETTE et l'infâme Italien, avec des","(358425, 358553)","(178935, 179062)"
Sade_Infortunes_156," n'y pense pas sans frémir... LA RELIGION EST EN MOI L'EFFET DU SENTIMENT ; TOUT CE QUI L'OFFENSE, OU L'OUTRAGE, FAIT JAILLIR LE SANG DE MON CŒUR. 
L'époque du renouvellement ","oint sans verser des pleurs ; LA RELIGION EST EN MOI L'EFFET DU SENTIMENT, TOUT CE QUI L'OFFENSE OU L'OUTRAGE FAIT JAILLIR LE SANG DE MON CŒUR. 
Cependant il ne nous parut ","(359161, 359276)","(179490, 179602)"
Sade_Infortunes_157,"amine, nous place tour à tour DANS SON ATTITUDE CHÉRIE, ET S'ARRÊTE PARTICULIÈREMENT À OMPHALE. IL RESTE PLUSIEURS MINUTES À LA CONTEMPLER DANS CETTE POSTURE, IL S'EXCITE SOURDEMENT, il baise ce qu'on lui présen","ous plaça l'une après l'autre DANS SON ATTITUDE CHÉRIE, ET S'ARRÊTA PARTICULIÈREMENT À OMPHALE. IL RESTE PLUSIEURS MINUTES À LA CONTEMPLER DANS CETTE POSTURE, IL S'AGITE SOURDEMENT, il se livre à quelqu'une de ","(359525, 359676)","(180140, 180290)"
Sade_Infortunes_158," plus beaux cheveux du monde, ET QUELQUE CLOSE DE SI SÉDUISANT DANS L'ENSEMBLE, QU'IL ÉTAIT IMPOSSIBLE DE LA VOIR SANS SE SENTIR INVOLONTAIREMENT ENTRAÎNÉ VERS ELLE. On la nommait Octavie ; nous","lle, la tête noblement placée ET QUELQUE CHOSE DE SI SÉDUISANT DANS L'ENSEMBLE QU'IL ÉTAIT IMPOSSIBLE DE LA VOIR, SANS SE SENTIR INVOLONTAIREMENT ENTRAÎNÉE VERS ELLE. Nous apprîmes bientôt d'elle","(364303, 364437)","(184951, 185086)"
Sade_Infortunes_159,"e devant autant de charmes, n'EURENT LA FORCE QUE DE LES ADMIRER. L'EMPIRE DE LA BEAUTÉ CONTRAINT AU RESPECT ; LE SCÉLÉRAT LE PLUS CORROMPU LUI REND MALGRÉ son cœur une espèce de culte "," devant autant de chantres, n'EURENT LA FORCE QUE DE LES ADMIRER ; L'EMPIRE DE LA BEAUTÉ CONTRAINT AU RESPECT, LE SCÉLÉRAT LE PLUS CORROMPU LUI REND MALGRÉ tout une espèce de culte qui ","(365018, 365143)","(185900, 186025)"
Sade_Infortunes_160,"n renvoyant cette malheureuse DANS SA CHAMBRE, LUI RENDIT AU MOINS POUR QUELQUES HEURES LE CALME DONT ELLE AVAIT BESOIN. 
J'AURAIS BIEN DÉSIRÉ POUVOIR LA CONSOLER cette première nuit, mais obl","en renvoyant cette infortunée DANS SA CHAMBRE, LUI RENDIT AU MOINS POUR QUELQUES HEURES LE CALME DONT ELLE AVAIT BESOIN. J'AURAIS BIEN DÉSIRÉ POUVOIR LA CONSOLER au moins cette première nuit,","(371214, 371346)","(190637, 190768)"
Sade_Infortunes_161,"vée dans le cas d'avoir grand BESOIN DE SECOURS. J'AVAIS EU LE MALHEUR, NON PAS DE PLAIRE, LE MOT NE SERAIT PAS CONVENABLE, MAIS D'EXCITER PLUS VIVEMENT QU'UNE AUTRE LES INFÂMES DÉSIRS DE ce sodomite ; il me désirait ","e trouvée dans le cas d'avoir BESOIN DE SECOURS ; J'AVAIS EU LE MALHEUR, NON PAS DE PLAIRE, LE MOT NE SERAIT PAS CONVENABLE, MAIS D'EXCITER PLUS ARDEMMENT QU'UNE AUTRE LES INFÂMES DÉSIRS DE ce débauché, et il s'écoulait","(371488, 371645)","(190912, 191071)"
Sade_Infortunes_162,"oines, ou par leur crainte de QUELQUES RECHERCHES ULTÉRIEURES, ON POUVAIT LA SUBIR AU BOUT DE HUIT JOURS COMME AU BOUT DE VINGT ANS. IL N'Y AVAIT PAS quatre mois qu'Octavie était ","e des moines ou peut-être par QUELQUES RECHERCHES ULTÉRIEURES, ON POUVAIT LA SUBIR AU BOUT DE HUIT JOURS COMME AU BOUT DE VINGT ANS ; IL N'Y AVAIT PAS six semaines qu'octavie était","(374921, 375040)","(191947, 192067)"
Sade_Infortunes_163,"était gravé, dis-je, que tous CEUX QUI M'AVAIENT TOURMENTÉE, HUMILIÉE, TENUE DANS LES FERS, RECEVRAIENT SANS CESSE À MES REGARDS LE PRIX DE LEURS FORFAITS, COMME SI LA PROVIDENCE EÛT PRIS À TÂCHE DE ME MONTRER L'INUTILITÉ DE LA VERTU... FUNESTES LEÇONS QUI NE me corrigèrent pourtant point","e ma vie ; il était écrit que CEUX QUI M'AVAIENT TOURMENTÉE, HUMILIÉE, TENUE DANS LES FERS, RECEVRAIENT SANS CESSE À MES REGARDS LE PRIX DE LEURS FORFAITS, COMME SI LA PROVIDENCE EÛT PRIS À TÂCHE DE ME MONTRER L'INUTILITÉ DE LA VERTU ; FUNESTE LEÇON QUI NE me corrigea point et qui, dus","(375974, 376203)","(197163, 197389)"
Sade_Infortunes_164,"tête, ne m'empêcheront pas d'êTRE TOUJOURS L'ESCLAVE DE CETTE DIVINITÉ DE MON CŒUR. 
UN MATIN, SANS QUE NOUS NOUS Y ATTENDISSIONS, ANTONIN PARUT DANS NOTRE CHAMBRE ET NOUS ANNONÇA QUE LE RÉVÉREND PÈRE SÉVÉRINO, PARENT ET PROTÉGÉ du pape, venait d'être nommé ","tête, ne m'empêchera point d'êTRE TOUJOURS L'ESCLAVE DE CETTE DIVINITÉ DE MON CŒUR. 
UN MATIN SANS QUE NOUS NOUS Y ATTENDISSIONS, ANTONIN PARUT DANS NOTRE CHAMBRE, ET NOUS ANNONÇA QUE LE RÉVÉREND PÈRE RAPHAËL, PARENT ET PROTÉGÉ du Saint-Père venait d'être n","(376324, 376522)","(197497, 197694)"
Sade_Infortunes_165,"ment trompé Ô Dieu dans quel éTAT PUIS-JE ME CONTEMPLER MAINTENANT » CES FUNESTES RÉFLEXIONS UN PEU CALMÉES PAR LE PLAISIR DE ME VOIR LIBRE, JE POURSUIVIS ma route vers Dijon, m'imagin","rompé... et dans quel triste éTAT PUIS-JE ME CONTEMPLER MAINTENANT CES FUNESTES RÉFLEXIONS UN PEU CALMÉES PAR LE PLAISIR DE ME VOIR LIBRE, JE CONTINUAI ma route. Pour ne pas vous en","(384939, 385063)","(202064, 202185)"
Sade_Infortunes_166,"ouple de chemises et quelques MOUCHOIRS DANS MES POCHES, QUE JE RENCONTRAI UNE VIEILLE FEMME QUI M'ABORDA AVEC L'AIR DE LA DOULEUR ET QUI ME CONJURA DE LUI FAIRE l'aumône. Loin de la dureté d"," une couple de chemises et de MOUCHOIRS DANS MES POCHES, QUE JE RENCONTRAI UNE VIEILLE FEMME QUI M'ABORDA AVEC L'AIR DE LA DOULEUR ET QUI ME CONJURA DE LUI FAIRE quelques charités. Compatissa","(470754, 470885)","(203536, 203667)"
Sade_Infortunes_167,"e. Ayant encore la simplicité DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS : JE L'INSTRUIS DE MES REVERS, IL LES ÉCOUTE AVEC INTÉRÊT, ET QUAND J'AI FINI PAR LA DERNIÈRE CATASTROPHE QUI VIENT DE M'ARRIVER, DONT LE RÉCIT LUI FAIT VOIR L'ÉTAT de misère où je me trouve : -","ude. Ayant encore la bonhomie DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS, JE LUI RACONTE TOUTES MES AVENTURES, IL LES ÉCOUTE AVEC INTÉRÊT ET QUAND J'AI FINI PAR LA DERNIÈRE CATASTROPHE QUI VIENT DE M'ARRIVER, DONT LE RÉCIT LUI FAIT VOIR L'ÉTAT cruel de misère dans lequel j","(474171, 474541)","(207164, 207540)"
Sade_Infortunes_168,"fait voir l'état de misère où JE ME TROUVE : --QUE JE SUIS HEUREUX, S'ÉCRIE-T-IL, DE POUVOIR AU MOINS RECONNAÎTRE TOUT CE QUE VOUS VENEZ DE FAIRE POUR MOI JE M'APPELLE ROLAND, CONTINUE CET AVENTURIER, JE POSSÈDE UN FORT BEAU CHÂTEAU dans la montagne, à quinze li","t cruel de misère dans lequel JE ME TROUVE : --QUE JE SUIS HEUREUX, S'ÉCRIE-T-IL, DE POUVOIR AU MOINS RECONNAÎTRE TOUT CE QUE VOUS VENEZ DE FAIRE POUR MOI JE M'APPELLE DALVILLE, CONTINUE CET AVENTURIER, JE POSSÈDE UN FORT BEAU CHÂTEAU dans les montagnes à quinze l","(474555, 474757)","(207569, 207773)"
Sade_Infortunes_169,"sieurs années, me dit Roland, DANS L'HABITUDE DE VENIR DE CHEZ MOI À VIENNE DE CETTE MANIÈRE. MA SANTÉ ET MA BOURSE Y GAGNENT : CE N'EST PAS que je sois dans le cas de pr","s longtemps, me dit Dalville, DANS L'HABITUDE DE VENIR DE CHEZ MOI À VIENNE DE CETTE MANIÈRE ; MA SANTÉ ET MA BOURSE Y GAGNENT. 
CE N'EST PAS cependant que je sois dans le","(475492, 475602)","(208439, 208550)"
Sade_Infortunes_170," 
Je déplorais avec cet homme LE DOUBLE MALHEUR DONT IL ÉTAIT VICTIME, LORSQU'IL ME PROPOSA DE NOUS REMETTRE EN ROUTE : --JE ME SENS UN PEU MIEUX, GRÂCE À VOS SOINS, ME DIT ROLAND ; LA NUIT S'APPROCHE, GAGNONS une maison qui doit être à de"," avec cet honnête gentilhomme LE DOUBLE MALHEUR DONT IL ÉTAIT VICTIME, LORSQU'IL ME PROPOSA DE NOUS REMETTRE EN ROUTE. 
--JE ME SENS UN PEU MIEUX, GRÂCE À VOS SOINS, DIT DALVILLE ; LA NUIT S'APPROCHE, GAGNONS un logis distant d'environ de","(476104, 476283)","(209247, 209425)"
Sade_Infortunes_171," patron, et le jour d'ensuite NOUS CONTINUÂMES NOTRE MARCHE TOUJOURS DANS LA MÊME DIRECTION. SUR LES QUATRE HEURES DU SOIR, NOUS ARRIVÂMES AU PIED DES MONTAGNES : LÀ, LE CHEMIN DEVENANT PRESQUE IMPRATICABLE, ROLAND RECOMMANDA AU MULETIER DE NE PAS ME QUITTER DE PEUR D'ACCIDENT, ET nous pénétrâmes dans les gorg","de mon guide, et le lendemain NOUS CONTINUÂMES NOTRE MARCHE TOUJOURS DANS LA MÊME DIRECTION. SUR LES QUATRE HEURES DU SOIR, NOUS ARRIVÂMES AU PIED DES MONTAGNES ; LÀ LE CHEMIN DEVENANT PRESQUE IMPRATICABLE, DALVILLE RECOMMANDA AU MULETIER DE NE PAS ME QUITTER DE PEUR D'ACCIDENT, ET nous nous enfilâmes dans les ","(477085, 477336)","(210556, 210808)"
Sade_Infortunes_172,"s en séparait encore ; Roland DESCENDIT DE SA MULE, ET M'AYANT DIT D'EN FAIRE AUTANT, IL LES RENDIT TOUTES DEUX AU VALET, LE PAYA ET LUI ORDONNA DE S'EN RETOURNER. Ce nouveau procédé me déplut","en face de nous ; là Dalville DESCENDIT DE SA MULE ET M'AYANT DIT D'EN FAIRE AUTANT, IL LES RENDIT TOUTES DEUX AU VALET, LE PAYA ET LUI ORDONNA DE S'EN RETOURNER, autre cérémonie qui me déplu","(478743, 478875)","(212324, 212455)"
Sade_Infortunes_173,"il me plaira de te soumettre, IL TE SERA ACCORDÉ SIX ONCES DE PAIN NOIR ET UN PLAT DE FÈVES PAR JOUR ; POUR TA LIBERTÉ, RENONCES-Y ; TU NE L'AURAS jamais. Quand tu seras morte ","ue fois que tu te relâcheras, IL TE SERA ACCORDÉ SIX ONCES DE PAIN NOIR ET UN PLAT DE FÈVES PAR JOUR. POUR TA LIBERTÉ, RENONCES-Y, TU NE REVERRAS jamais le ciel ; quand tu ser","(480111, 480227)","(213807, 213922)"
Sade_Infortunes_174,"gnez vous rappeler, monsieur, QUE JE VOUS AI SAUVÉ LA VIE ; QU'UN INSTANT ÉMU PAR LA RECONNAISSANCE, VOUS SEMBLÂTES M'OFFRIR LE BONHEUR, ET QUE c'est en me précipitant dans ","lville, daignez vous rappeler QUE JE VOUS AI SAUVÉ LA VIE, QU'UN INSTANT ÉMU PAR LA RECONNAISSANCE VOUS SEMBLÂTES M'OFFRIR LE BONHEUR, ET QUE ce n'était pas à cela que je ","(480543, 480656)","(214205, 214316)"
Sade_Infortunes_175,vement inspiré par ton cœur ? TU TE LIVRAIS DONC À UNE JOUISSANCE ? PAR OÙ DIABLE PRÉTENDS-TU QUE JE SOIS OBLIGÉ DE TE RÉCOMPENSER DES PLAISIRS QUE TU te donnes ? Et comment te vin,t que ton cœur t'inspirait... TU TE LIVRAIS DONC À UNE JOUISSANCE ? PAR OÙ DIABLE PRÉTENDS-TU QUE JE SOIS OBLIGÉ DE TE RÉCOMPENSER DES PLAISIRS QUE TU t'es donnés et comment te vin,"(481182, 481302)","(214695, 214815)"
Sade_Infortunes_176,"nage dans l'or et l'opulence, DAIGNE S'ABAISSER À DEVOIR QUELQUE CHOSE À UNE MISÉRABLE DE TON ESPÈCE ? M'EUSSES-TU RENDU LA VIE, JE NE TE DEVRAIS RIEN, DÈS QUE TU N'AS AGI QUE POUR TOI : AU TRAVAIL, ESCLAVE, AU TRAVAIL APPRENDS QUE LA CIVILISATION, EN BOULEVERSANT les principes de la nature, n","enise pour en jouir à l'aise, DAIGNE S'ABAISSER À DEVOIR QUELQUE CHOSE À UNE MISÉRABLE DE TON ESPÈCE ? M'EUSSES-TU RENDU LA VIE, JE NE TE DEVRAIS RIEN DÈS QUE TU N'AS TRAVAILLÉ QUE POUR TOI. AU TRAVAIL, ESCLAVE, AU TRAVAIL APPRENDS QUE LA CIVILISATION, EN BOULEVERSANT les institutions de la nature","(481416, 481650)","(215038, 215276)"
Sade_Infortunes_177,"uissance, la priorité du fort FUT TOUJOURS DANS LES LOIS DE LA NATURE, À QUI IL DEVENAIT ÉGAL QUE LA CHAÎNE QUI CAPTIVAIT LE FAIBLE FÛT TENUE PAR LE PLUS RICHE OU PAR LE PLUS VIGOUREUX, ET QU'ELLE ÉCRASÂT LE PLUS FAIBLE OU BIEN LE PLUS PAUVRE. MAIS ces mouvements de reconnaissa","riorité du fort sur le faible FUT TOUJOURS DANS LES LOIS DE LA NATURE À QUI IL DEVENAIT ÉGAL QUE LA CHAÎNE QUI CAPTIVAIT LE FAIBLE FÛT TENUE PAR LE PLUS RICHE OU PAR LE PLUS FORT, ET QU'ELLE ÉCRASÂT LE PLUS FAIBLE OU BIEN LE PLUS PAUVRE. MAIS ces sentiments de reconnaissa","(482163, 482381)","(215916, 216128)"
