,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_21,"ctère sombre et mélancolique, DOUÉE D'UNE TENDRESSE, D'UNE SENSIBILITÉ SURPRENANTES, N'AYANT AU LIEU DE L'ART ET DE LA FINESSE DE SA SŒUR, qu'une ingénuité, une candeu","te l'horreur de sa situation. DOUÉE D'UNE TENDRESSE, D'UNE SENSIBILITÉ SURPRENANTE, AU LIEU DE L'ART ET DE LA FINESSE DE SA SŒUR, elle n'avait qu'une ingénuit","(5599, 5706)","(76, 272)"
Sade_Justine_22,"é, une candeur, une bonne foi QUI DEVAIENT LA FAIRE TOMBER DANS BIEN DES PIÈGES, elle sentit toute l'horreur ","qu'une ingénuité, une candeur QUI DEVAIENT LA FAIRE TOMBER DANS BIEN DES PIÈGES. Cette jeune fille, à tant de","(5753, 5802)","(76, 272)"
Sade_Justine_23," toute différente de celle de JULIETTE ; AUTANT ON VOYAIT D'ARTIFICE, DE MANÈGE, DE COQUETTERIE DANS LES TRAITS DE L'UNE, AUTANT ON ADMIRAIT DE PUDEUR, DE DÉLICATESSE ET DE TIMIDITÉ DANS L'AUTRE. UN AIR DE VIERGE, DE GRANDS YEUX BLEUS PLEINS d'intérêt, une peau éblouissa"," dont la nature avait embelli JULIETTE ; AUTANT ON VOYAIT D'ARTIFICE, DE MANÈGE, DE COQUETTERIE DANS LES TRAITS DE L'UNE, AUTANT ON ADMIRAIT DE PUDEUR, DE DÉCENCE ET DE TIMIDITÉ DANS L'AUTRE ; UN AIR DE VIERGE, DE GRANDS YEUX BLEUS, PLEINS d'âme et d'intérêt, une peau ","(5917, 6128)","(76, 272)"
Sade_Justine_24,"de grands yeux bleus pleins d'INTÉRÊT, UNE PEAU ÉBLOUISSANTE, UNE TAILLE FINE et légère, un son de voix tou","yeux bleus, pleins d'âme et d'INTÉRÊT, UNE PEAU ÉBLOUISSANTE, UNE TAILLE SOUPLE et flexible, un organe toucha","(6131, 6178)","(76, 272)"
Sade_Justine_25,"x cheveux blonds, telle est l'ESQUISSE DE CETTE CADETTE CHARMANTE DONT LES GRÂCES NAÏVES ET LES TRAITS DÉLICIEUX sont d'une touche trop fine e","beaux cheveux blonds, voilà l'ESQUISSE DE CETTE CADETTE CHARMANTE, DONT LES GRÂCES NAÏVES ET LES TRAITS DÉLICATS sont au-dessus de nos pinceau","(6274, 6356)","(76, 272)"
Sade_Justine_26,"ui voudrait les réaliser. 
On LEUR DONNA VINGT-QUATRE HEURES À L'UNE ET À L'AUTRE POUR QUITTER LE COUVENT, LEUR LAISSANT LE SOIN DE SE POURVOIR AVEC LEURS CENT ÉCUS OÙ BON LEUR SEMBLERAIT. JULIETTE, ENCHANTÉE D'ÊTRE SA MAÎTRESSE, VOULUT UN MOMENT ESSUYER LES PLEURS DE JUSTINE, MAIS VOYANT QU'ELLE N'Y RÉUSSIRAIT PAS, ELLE SE MIT À LA GRONDER AU LIEU DE LA CONSOLER, ELLE LUI dit qu'elle était une bête et","u-dessus de nos pinceaux. 
On LEUR DONNA VINGT-QUATRE HEURES À L'UNE ET À L'AUTRE POUR QUITTER LE COUVENT, LEUR LAISSANT LE SOIN DE SE POURVOIR, AVEC LEURS CENT ÉCUS, OÙ BON LEUR SEMBLERAIT. JULIETTE, ENCHANTÉE D'ÊTRE SA MAÎTRESSE, VOULUT UN MOMENT ESSUYER LES PLEURS DE JUSTINE, PUIS VOYANT QU'ELLE N'Y RÉUSSIRAIT PAS, ELLE SE MIT À LA GRONDER AU LIEU DE LA CONSOLER ; ELLE LUI reprocha sa sensibilité ; ell","(6465, 6810)","(76, 272)"
Sade_Justine_27,"oint d'exemple que des filles MOURUSSENT DE FAIM ; ELLE LUI CITA LA FILLE D'UNE DE LEURS VOISINES, QUI S'ÉTANT ÉCHAPPÉE DE LA MAISON PATERNELLE, ÉTAIT MAINTENANT RICHEMENT entretenue par un fermier gén"," il était impossible qu'elles MOURUSSENT DE FAIM. ELLE LUI CITA LA FILLE D'UNE DE LEURS VOISINES, QUI, S'ÉTANT ÉCHAPPÉE DE LA MAISON PATERNELLE, ÉTAIT AUJOURD'HUI RICHEMENT entretenue et bien plus heure","(6932, 7073)","(76, 272)"
Sade_Justine_28,"sait l'éloge. 
Les deux sœurs SE SÉPARÈRENT DONC SANS AUCUNE PROMESSE DE SE REVOIR, DÈS QUE LEURS INTENTIONS SE TROUVAIENT SI DIFFÉRENTES. JULIETTE QUI ALLAIT, PRÉTENDAIT-ELLE, DEVENIR UNE GRANDE DAME, CONSENTIRAIT-ELLE À REVOIR UNE PETITE fille défît les inclinations ","émir. 
Les deux jeunes filles SE SÉPARÈRENT DONC, SANS AUCUNE PROMESSE DE SE REVOIR, DÈS QUE LEURS INTENTIONS SE TROUVAIENT SI DIFFÉRENTES. JULIETTE QUI ALLAIT, PRÉTENDAIT-ELLE, DEVENIR UNE GRANDE DAME, CONSENTIRAIT-ELLE À RECEVOIR UNE PETITE fille dont les inclinations v","(7403, 7612)","(76, 272)"
Sade_Justine_29,"vertueuses et basses allaient LA DÉSHONORA, ET DE SON CÔTÉ JUSTINE VOUDRAIT-ELLE RISQUER SES MŒURS DANS LA SOCIÉTÉ D'UNE CRÉATURE PERVERSE QUI ALLAIT DEVENIR VICTIME DE LA CRAPULE ET DE LA DÉBAUCHE PUBLIQUE ? Chacune chercha donc des re","s basses seraient capables de LA DÉSHONORER ? ET DE SON CÔTÉ, JUSTINE VOUDRAIT-ELLE RISQUER SES MŒURS DANS LA SOCIÉTÉ D'UNE CRÉATURE PERVERSE QUI ALLAIT DEVENIR VICTIME DE LA CRAPULE ET DE LA DÉBAUCHE PUBLIQUE ? Toutes deux se firent donc ","(7672, 7848)","(76, 272)"
Sade_Justine_30,"venu. 
Justine caressée étant ENFANT PAR LA COUTURIÈRE DE SA MÈRE, S'IMAGINA QUE CETTE femme serait sensible à son s","Justine, caressée lors de son ENFANCE PAR LA COUTURIÈRE DE SA MÈRE, CROIT QUE CETTE femme sera sensible à son mal","(7979, 8035)","(76, 272)"
Sade_Justine_31,"tite créature, faut-il que le PREMIER PAS QUE JE FAIS DANS LE MONDE NE ME CONDUISE DÉJÀ QU'AUX CHAGRINS... CETTE FEMME M'AIMAIT AUTREFOIS, POURQUOI donc me repousse-t-elle aujou","vre créature, faut-il que les PREMIERS PAS QUE JE FAIS DANS LE MONDE SAIENT DÉJÀ MARQUÉS PAR DES CHAGRINS CETTE FEMME M'AIMAIT AUTREFOIS, POURQUOI me rejette-t-on aujourd'hui ?","(8249, 8366)","(76, 272)"
Sade_Justine_32,"rquoi donc me repousse-t-elle AUJOURD'HUI ?... HÉLAS, C'EST QUE JE SUIS ORPHELINE ET PAUVRE... C'EST QUE JE N'AI PLUS DE RESSOURCE DANS LE MONDE ET QU'ON N'ESTIME LES GENS QU'EN RAISON DES SECOURS, OU DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
Justine voyant cela fut tro","ois, pourquoi me rejette-t-on AUJOURD'HUI ? HÉLAS C'EST QUE JE SUIS ORPHELINE ET PAUVRE ; C'EST QUE JE N'AI PLUS DE RESSOURCES DANS LE MONDE, ET QUE L'ON N'ESTIME LES GENS QU'EN RAISON DES SECOURS ET DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
Justine, en larmes, va trou","(8391, 8606)","(76, 272)"
Sade_Justine_33," qu'en raison des secours, ou DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
JUSTINE voyant cela fut trouver le cu","s qu'en raison des secours et DES AGRÉMENTS QUE L'ON S'IMAGINE EN RECEVOIR. 
JUSTINE, en larmes, va trouver son cu","(8562, 8616)","(76, 272)"
Sade_Justine_34,"en disant cela le saint homme LUI AVAIT PASSÉ LA MAIN SOUS LE MENTON EN LUI DONNANT UN BAISER BEAUCOUP TROP MONDAIN POUR UN HOMME D'ÉGLISE, JUSTINE QUI NE L'AVAIT QUE TROP COMPRIS SE RETIRA FORT VITE, EN LUI DISANT : --MONSIEUR, JE NE VOUS DEMANDE NI L'AUMÔNE, NI UNE PLACE DE SERVANTE, IL Y A TROP PEU DE TEMPS QUE JE QUITTE UN ÉTAT AU-DESSUS DE CELUI QUI PEUT FAIRE SOLLICITER CES DEUX GRÂCES, pour en être encore réduite "," cela, l'interprète des dieux LUI AVAIT PASSÉ LA MAIN SOUS LE MENTON, EN LUI DONNANT UN BAISER BEAUCOUP TROP MONDAIN POUR UN HOMME D'ÉGLISE, JUSTINE, QUI NE L'AVAIT QUE TROP COMPRIS, LE REPOUSSA EN LUI DISANT : --MONSIEUR, JE NE VOUS DEMANDE NI L'AUMÔNE NI UNE PLACE DE SERVANTE ; IL Y A TROP PEU DE TEMPS QUE JE QUITTE UN ÉTAT AU-DESSUS DE CELUI QUI PEUT FAIRE DÉSIRER CES DEUX GRÂCES pour être réduite à les implo","(8974, 9338)","(76, 272)"
Sade_Justine_35,"seils dont ma jeunesse et mon MALHEUR ONT BESOIN, ET VOUS VOULEZ ME LES FAIRE ACHETER par un crime... 
Le curé révo","seils dont ma jeunesse et mes MALHEURS ONT BESOIN, ET VOUS VOULEZ ME LES FAIRE ACHETER un peu trop cher. 
Le pasteur","(9426, 9481)","(76, 272)"
Sade_Justine_36,"te, la chasse brutalement, et JUSTINE, DEUX FOIS REPOUSSÉE DÈS LE PREMIER JOUR QU'ELLE EST CONDAMNÉE À L'ISOLISME, ENTRE DANS UNE MAISON OÙ ELLE VOIT UN ÉCRITEAU, LOUE UNE PETITE CHAMBRE garnie, la paye d'avance et s","e créature, et la malheureuse JUSTINE, DEUX FOIS REPOUSSÉE DÈS LE PREMIER JOUR QU'ELLE EST CONDAMNÉE À L'ISOLISME, ENTRE DANS UNE MAISON OÙ ELLE VOIT UN ÉCRITEAU, LOUE UN PETIT CABINET garni au cinquième, le paye d","(9569, 9725)","(76, 272)"
Sade_Justine_37,"e le plus brièvement possible COMMENT DU SIMPLE ÉTAT OÙ NOUS LA VOYONS SORTIR, elle devint en quinze ans fe","rner à Juliette, et pour dire COMMENT, DU SIMPLE ÉTAT D'OÙ NOUS LA VOYONS SORTIR, et sans plus avoir de ressou","(10068, 10115)","(76, 272)"
Sade_Justine_38,"mme titrée, possédant plus de TRENTE MILLE LIVRES DE RENTES, DE TRÈS BEAUX BIJOUX, DEUX OU TROIS MAISONS TANT À LA CAMPAGNE QU'À PARIS, ET POUR L'INSTANT, LE CŒUR, LA RICHESSE ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE... 
La route fut épineuse... "," ans, femme titrée, possédant TRENTE MILLE LIVRES DE RENTE, DE TRÈS BEAUX BIJOUX, DEUX OU TROIS MAISONS TANT À LA VILLE QU'À LA CAMPAGNE, ET, POUR L'INSTANT, LE CŒUR, LA FORTUNE ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE ? La carrière fut épineuse, o","(10175, 10448)","(76, 272)"
Sade_Justine_39,"instant, le cœur, la richesse ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE... 
LA ROUTE FUT ÉPINEUSE... ON N'EN DOUTE ASSURÉMENT PAS, C'EST PAR L'APPRENTISSAGE LE PLUS HONTEUX ET LE PLUS DUR, QUE CES DEMOISELLES-LÀ FONT LEUR CHEMIN, ET TELLE EST DANS LE LIT D'UN PRINCE AUJOURD'HUI QUI PORTE PEUT-ÊTRE ENCORE SUR ELLE LES MARQUES HUMILIANTES DE LA BRUTALITÉ DES LIBERTINS dépravés, entre les mains des","'instant, le cœur, la fortune ET LA CONFIANCE DE M. DE CORVILLE, CONSEILLER D'ÉTAT, HOMME DANS LE PLUS GRAND CRÉDIT ET À LA VEILLE D'ENTRER DANS LE MINISTÈRE ? LA CARRIÈRE FUT ÉPINEUSE, ON N'EN DOUTE ASSURÉMENT PAS : C'EST PAR L'APPRENTISSAGE LE PLUS HONTEUX ET LE PLUS DUR QUE CES DEMOISELLES-LÀ FONT LEUR CHEMIN ; ET TELLE EST DANS LE LIT D'UN PRINCE AUJOURD'HUI, QUI PORTE PEUT-ÊTRE ENCORE SUR ELLE LES MARQUES HUMILIANTES DE LA BRUTALITÉ DES LIBERTINS entre les mains desquels sa j","(10321, 10745)","(76, 272)"
Sade_Justine_40,"les mains desquels son début, SA JEUNESSE ET SON INEXPÉRIENCE LA JETÈRENT. 
EN SORTANT DU COUVENT, JULIETTE FUT TOUT SIMPLEMENT TROUVER UNE FEMME QU'ELLE AVAIT ENTENDU NOMMER À CETTE amie de son voisinage qui s'é","tins entre les mains desquels SA JEUNESSE ET SON INEXPÉRIENCE LA JETÈRENT. 
EN SORTANT DU COUVENT, JULIETTE ALLA TROUVER UNE FEMME QU'ELLE AVAIT ENTENDU NOMMER À CETTE jeune amie de son voisinage ;","(10792, 10944)","(76, 272)"
Sade_Justine_41," une petite robe en désordre, LA PLUS JOLIE FIGURE DU MONDE, ET L'AIR BIEN ÉCOLIÈRE ; ELLE CONTE SON HISTOIRE À CETTE FEMME, ELLE LA SUPPLIE DE LA PROTÉGER COMME ELLE a fait il y a quelques années","ordre, des cheveux traînants, LA PLUS JOLIE FIGURE DU MONDE, S'IL EST VRAI QU'À DE CERTAINS YEUX L'INDÉCENCE PUISSE AVOIR DES CHARMES ; ELLE CONTE SON HISTOIRE À CETTE FEMME, ET LA SUPPLIE DE LA PROTÉGER NOMME ELLE a fait de son ancienne amie. ","(11113, 11249)","(76, 272)"
Sade_Justine_42,"a fait il y a quelques années DE SON ANCIENNE AMIE. 
-- QUEL ÂGE AVEZ-VOUS, mon enfant ? lui demande Mme","la protéger nomme elle a fait DE SON ANCIENNE AMIE. 
-- QUEL ÂGE AVEZ-VOUS ? lui demande la Duvergier. 
","(11280, 11324)","(76, 272)"
Sade_Justine_43," 
--Et jamais personne... 
-- OH NON, MADAME, JE VOUS LE JURE. 
--MAIS C'EST QUE QUELQUEFOIS DANS CES COUVENTS un aumônier... une religieuse","l..., continua la matrone. 
--OH NON, MADAME, JE VOUS LE JURE, RÉPLIQUA JULIETTE. 
--MAIS C'EST QUE QUELQUEFOIS DANS CES COUVENTS, dit la vieille... un confess","(11440, 11520)","(76, 272)"
Sade_Justine_44,"s ces couvents un aumônier... UNE RELIGIEUSE, UNE CAMARADE... IL ME FAUT DES PREUVES SÛRES. 
--IL NE TIENT QU'À VOUS DE VOUS LES PROCURER, MADAME... 
ET LA DU BUISSON, S'ÉTANT AFFUBLÉE D'UNE PAIRE DE LUNETTES ET AYANT vérifié par elle-même l'état "," la vieille... un confesseur, UNE RELIGIEUSE, UNE CAMARADE... IL ME FAUT DES PREUVES SÛRES. 
--IL NE TIENT QU'À VOUS DE VOUS LES PROCURER, MADAME, RÉPONDIT JULIETTE EN ROUGISSANT. 
ET LA DUÈGNE S'ÉTANT AFFUBLÉE D'UNE PAIRE DE LUNETTES, ET AYANT avec scrupule visité les chos","(11536, 11723)","(76, 272)"
Sade_Justine_45,"iette : --Eh bien mon enfant, VOUS N'AVEZ QU'À RESTER ICI, BEAUCOUP DE SOUMISSION À MES CONSEILS, UN GRAND FONDS DE COMPLAISANCE pour mes pratiques, de la pro","s, dit-elle à la jeune fille, VOUS N'AVEZ QU'À RESTER ICI, BEAUCOUP D'ÉGARDS POUR MES CONSEILS, UN GRAND FONDS DE COMPLAISANCE et de soumission pour mes pra","(11810, 11908)","(76, 272)"
Sade_Justine_46,"n grand fonds de complaisance POUR MES PRATIQUES, DE LA PROPRETÉ, DE L'ÉCONOMIE, DE LA CANDEUR VIS-À-VIS DE MOI, DE L'URBANITÉ AVEC VOS COMPAGNES ET DE LA FOURBERIE ENVERS LES hommes, dans quelques années ","complaisance et de soumission POUR MES PRATIQUES, DE LA PROPRETÉ, DE L'ÉCONOMIE, DE LA CANDEUR VIS-À-VIS DE MOI, DE LA POLITIQUE ENVERS VOS COMPAGNES, ET DE LA FOURBERIE AVEC LES hommes, avant dix ans je vous","(11909, 12054)","(76, 272)"
Sade_Justine_47,"s, dans quelques années d'ici JE VOUS METTRAI EN ÉTAT DE VOUS RETIRER DANS UNE CHAMBRE AVEC UNE COMMODE, UN TRUMEAU, UNE SERVANTE, ET L'ART QUE VOUS AUREZ ACQUIS CHEZ MOI VOUS DONNERA DE QUOI VOUS PROCURER LE RESTE. 
La Du Buisson s'empara du p","vec les hommes, avant dix ans JE VOUS METTRAI EN ÉTAT DE VOUS RETIRER DANS UN TROISIÈME, AVEC UNE COMMODE, UN TRUMEAU, UNE SERVANTE ; ET L'ART QUE VOUS AUREZ ACQUIS CHEZ MOI VOUS DONNERA, DE QUOI VOUS PROCURER LE RESTE. 
Ces recommandations faites,","(12090, 12274)","(76, 272)"
Sade_Justine_48,"este. 
La Du Buisson s'empara DU PETIT PAQUET DE JULIETTE, ELLE LUI DEMANDA SI ELLE n'avait point d'argent et cel","faites, la Duvergier s'empare DU PETIT PAQUET DE JULIETTE ; ELLE LUI DEMANDE SI ELLE n'a point d'argent, et celle-","(12300, 12353)","(76, 272)"
Sade_Justine_49,"it point d'argent et celle-ci AYANT TROP FRANCHEMENT AVOUÉ QU'ELLE AVAIT CENT ÉCUS, LA CHÈRE MAMAN s'en empara en assurant sa je","int d'argent, et celle-ci lui AYANT TROP FRANCHEMENT AVOUÉ QU'ELLE AVAIT CENT ÉCUS, LA CHÈRE MAMAN les confisque en assurant sa ","(12389, 12457)","(76, 272)"
Sade_Justine_50,"... c'était un moyen de faire MAL ET DANS UN SIÈCLE AUSSI CORROMPU, UNE FILLE SAGE ET BIEN NÉE DEVAIT ÉVITER AVEC SOIN TOUT CE QUI pouvait la faire tomber dans ","it-elle, un moyen de faire le MAL, ET DANS UN SIÈCLE AUSSI CORROMPU, UNE FILLE SAGE ET BIEN NÉE DOIT ÉVITER AVEC SOIN TOUT CE QUI peut l'entraîner dans quelque","(12631, 12731)","(76, 272)"
Sade_Justine_51,"re tomber dans quelque piège. CE SERMON FINI, LA NOUVELLE VENUE FUT PRÉSENTÉE À SES COMPAGNES, on lui indiqua sa chambre da","avoir gré de ce que je fais. 
CE SERMON FINI, LA NOUVELLE VENUE EST PRÉSENTÉE À SES COMPAGNES ; on lui indique sa chambre d","(12776, 12839)","(76, 272)"
Sade_Justine_52,"ses compagnes, on lui indiqua SA CHAMBRE DANS LA MAISON ET DÈS LE LENDEMAIN, SES PRÉMICES FURENT EN VENTE ; EN QUATRE mois de temps, la même marcha","es compagnes ; on lui indique SA CHAMBRE DANS LA MAISON, ET DÈS LE LENDEMAIN SES PRÉMICES SONT EN VENTE. 
EN QUATRE mois, la marchandise est succ","(12856, 12943)","(76, 272)"
Sade_Justine_53,ux noviciat que Juliette prit DES PATENTES DE SŒUR CONVERSE. DE CE MOMENT ELLE FUT RÉELLEMENT reconnue comme fille de la ma,"iciat, Juliette obtient enfin DES PATENTES DE SŒUR CONVERSE ; DE CE MOMENT, ELLE EST RÉELLEMENT reconnue fille de la maison ;","(13130, 13193)","(76, 272)"
Sade_Justine_54,"es écarts près Juliette avait SERVI LA NATURE, ELLE EN OUBLIA LES LOIS DANS LE second : des recherches crimi","lques écarts près, Juliette a SERVI LA NATURE, ELLE EN OUBLIE LES LOIS DANS LA seconde ; elle y corrompt ent","(13340, 13388)","(76, 272)"
Sade_Justine_55,"alement son âme ; elle sentit QUE NÉE POUR LE CRIME, AU MOINS DEVAIT-ELLE ALLER AU GRAND, ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE QUI EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTAIT PAS À BEAUCOUP PRÈS LE MÊME PROFIT. Elle plut à un vieux seigneu","otalement son âme ; elle sent QUE, NÉE POUR LE CRIME, AU MOINS DOIT-ELLE ALLER AU GRAND ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE, QUI, EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTE PAS, À BEAUCOUP PRÈS, LE MÊME PROFIT. Elle plaît à un vieux seigne","(13924, 14152)","(76, 272)"
Sade_Justine_56,"our le crime, au moins devait-ELLE ALLER AU GRAND, ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE QUI EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTAIT PAS À BEAUCOUP PRÈS LE MÊME PROFIT. ELLE PLUT À UN VIEUX SEIGNEUR FORT DÉBAUCHÉ QUI d'abord ne l'avait fait venir"," pour le crime, au moins doit-ELLE ALLER AU GRAND ET RENONCER À LANGUIR DANS UN ÉTAT SUBALTERNE, QUI, EN LUI FAISANT FAIRE LES MÊMES FAUTES, EN L'AVILISSANT ÉGALEMENT, NE LUI RAPPORTE PAS, À BEAUCOUP PRÈS, LE MÊME PROFIT. ELLE PLAÎT À UN VIEUX SEIGNEUR FORT DÉBAUCHÉ, QUI ne la fait venir d'abord que ","(13963, 14201)","(76, 272)"
Sade_Justine_57,"'un quart d'heure, elle eut l'ART DE S'EN FAIRE MAGNIFIQUEMENT ENTRETENIR ET PARUT ENFIN AUX SPECTACLES, AUX PROMENADES À CÔTÉ DES CORDONS BLEUS DE L'ORDRE DE CYTHÈRE ; ON LA REGARDA, ON LA CITA, ON L'ENVIA ET la friponne sut si bien s'y p","'affaire du moment ; elle a l'ART DE S'EN FAIRE MAGNIFIQUEMENT ENTRETENIR ; ELLE PARAÎT ENFIN AUX SPECTACLES, AUX PROMENADES, À CÔTÉ DES CORDONS BLEUS DE L'ORDRE DE CYTHÈRE ; ON LA REGARDE, ON LA CITE, ON L'ENVIE, ET la fine créature sait si bien","(14283, 14462)","(76, 272)"
Sade_Justine_58,"en quatre ans elle mina trois HOMMES, DONT LE PLUS PAUVRE AVAIT CENT MILLE ÉCUS DE RENTES. 
IL N'EN FALLUT PAS DAVANTAGE POUR FAIRE SA RÉPUTATION ; L'AVEUGLEMENT DES GENS DU SIÈCLE EST TEL, QUE PLUS UNE DE ces malheureuses a prouvé sa "," de quatre ans elle ruine six HOMMES, DONT LE PLUS PAUVRE AVAIT CENT MILLE ÉCUS DE RENTE. IL N'EN FALLAIT PAS DAVANTAGE POUR FAIRE SA RÉPUTATION ; L'AVEUGLEMENT DES GENS DU MONDE EST TEL, QUE PLUS UNE DE ces créatures a prouvé sa mal","(14532, 14707)","(76, 272)"
Sade_Justine_59,"veuglement des gens du siècle EST TEL, QUE PLUS UNE DE CES MALHEUREUSES A PROUVÉ SA MALHONNÊTETÉ, PLUS ON EST ENVIEUX D'ÊTRE SUR SA LISTE, IL SEMBLE QUE LE DEGRÉ DE SON AVILISSEMENT ET DE SA CORRUPTION DEVIENNE LA MESURE DES SENTIMENTS QUE L'ON OSE AFFICHER POUR ELLE. 
JULIETTE VENAIT D'ATTEINDRE SA VINGTIÈME ANNÉE LORSQU'UN comte de Lorsange, gentilhomm","aveuglement des gens du monde EST TEL, QUE PLUS UNE DE CES CRÉATURES A PROUVÉ SA MALHONNÊTETÉ, PLUS ON EST ENVIEUX D'ÊTRE SUR SA LISTE ; IL SEMBLE QUE LE DEGRÉ DE SON AVILISSEMENT ET DE SA CORRUPTION DEVIENNE LA MESURE DES SENTIMENTS QUE L'ON OSE AFFICHER POUR ELLE. 
JULIETTE VENAIT D'ATTEINDRE SA VINGTIÈME ANNÉE, LORSQU'UN certain comte de Lorsange, ge","(14683, 14979)","(76, 272)"
Sade_Justine_60," sa vingtième année lorsqu'un COMTE DE LORSANGE, GENTILHOMME ANGEVIN ÂGÉ D'ENVIRON QUARANTE ANS, DEVINT si tellement épris d'elle qu'","ième année, lorsqu'un certain COMTE DE LORSANGE, GENTILHOMME ANGEVIN, ÂGÉ D'ENVIRON QUARANTE ANS, DEVINT tellement épris d'elle, qu'il","(14980, 15053)","(76, 272)"
Sade_Justine_61,"sez riche pour l'entretenir ; IL LUI RECONNUT DOUZE MILLE LIVRES DE RENTES, LUI ASSURA LE RESTE DE SA FORTUNE QUI ALLAIT À HUIT, S'IL VENAIT À MOURIR AVANT ELLE, LUI DONNA UNE MAISON, DES GENS, UNE LIVRÉE, ET UNE SORTE DE CONSIDÉRATION DANS LE MONDE QUI PARVINT EN DEUX OU TROIS ANS À FAIRE OUBLIER SES DÉBUTS. CE FUT ICI OÙ LA MALHEUREUSE JULIETTE OUBLIANT TOUS LES SENTIMENTS DE SA naissance honnête et de sa bo","solut de lui donner son nom : IL LUI RECONNUT DOUZE MILLE LIVRES DE RENTE, LUI ASSURA LE RESTE DE SA FORTUNE S'IL VENAIT À MOURIR AVANT ELLE ; LUI DONNA UNE MAISON, DES GENS, UNE LIVRÉE, ET UNE SORTE DE CONSIDÉRATION DANS LE MONDE, QUI PARVINT EN DEUX OU TROIS ANS À FAIRE OUBLIER SES DÉBUTS. 
CE FUT ICI QUE LA MALHEUREUSE JULIETTE, OUBLIANT TOUS LES SENTIMENTS DE SA naissance et de sa bonne éduc","(15164, 15517)","(76, 272)"
Sade_Justine_62,"ier ses débuts. Ce fut ici où LA MALHEUREUSE JULIETTE OUBLIANT TOUS LES SENTIMENTS DE SA NAISSANCE HONNÊTE ET DE SA BONNE ÉDUCATION, PERVERTIE PAR DE MAUVAIS LIVRES et de mauvais conseils, press","r ses débuts. 
Ce fut ici que LA MALHEUREUSE JULIETTE, OUBLIANT TOUS LES SENTIMENTS DE SA NAISSANCE ET DE SA BONNE ÉDUCATION, PERVERTIE PAR DE MAUVAIS CONSEILS et des livres dangereux, pres","(15459, 15593)","(76, 272)"
Sade_Justine_63,"ivres et de mauvais conseils, PRESSÉE DE JOUIR SEULE, D'AVOIR UN NOM, ET POINT DE CHAÎNE, OSA SE LIVRER À LA COUPABLE PENSÉE D'ABRÉGER LES JOURS DE SON MARI... Elle la conçut et elle l'e","eils et des livres dangereux, PRESSÉE DE JOUIR SEULE, D'AVOIR UN NOM ET POINT DE CHAÎNES, OSA SE LIVRER À LA COUPABLE IDÉE D'ABRÉGER LES JOURS DE SON MARI. Ce projet odieux, conçu, ell","(15618, 15744)","(76, 272)"
Sade_Justine_64,"s de son abominable forfait. 
REDEVENUE LIBRE ET COMTESSE, MME DE LORSANGE REPRIT SES ANCIENNES HABITUDES MAIS SE CROYANT QUELQUE CHOSE DANS LE MONDE, ELLE Y MIT UN PEU PLUS DE DÉCENCE ; CE N'ÉTAIT PLUS UNE FILLE ENTRETENUE, C'ÉTAIT UNE RICHE VEUVE QUI DONNAIT DE JOLIS SOUPERS, CHEZ LAQUELLE LA VILLE ET la cour étaient trop heureuse","i le précipitait au tombeau. 
REDEVENUE LIBRE ET COMTESSE, MME DE LORSANGE REPRIT SES ANCIENNES HABITUDES ; MAIS SE CROYANT QUELQUE CHOSE DANS LE MONDE, ELLE MIT À SA CONDUITE UN PEU MOINS D'INDÉCENTE. CE N'ÉTAIT PLUS UNE FILLE ENTRETENUE, C'ÉTAIT UNE RICHE VEUVE QUI DONNAIT DE JOLIS SOUPERS, CHEZ LAQUELLE LA COUR ET la ville étaient trop heureus","(15951, 16225)","(76, 272)"
