,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_368,". 
Alors M. de Bressac me dit TOUT CE QU'IL AVAIT FAIT POUR SURPRENDRE LES DÉPÊCHES de Madame, et comment était n","r. 
Alors le marquis me conta TOUT CE QU'IL AVAIT FAIT POUR SURPRENDRE LES DÉPÊCHES du courrier et quels étaient ","(162060, 162113)","(81, 269)"
Sade_Infortunes_369,"it engagé à les détourner. 
--QU'AS-TU FAIT PAR TA FAUSSETÉ, INDIGNE CRÉATURE ? CONTINUA-T-IL. TU AS RISQUÉ TES JOURS SANS CONSERVER CEUX DE MA TANTE : LE COUP EST fait, mon retour au château m","ns qui l'y avaient engagé. 
--QU'AS-TU FAIT PAR TA FAUSSETÉ, INDIGNE CRÉATURE ? CONTINUA-T-IL, TU AS RISQUÉ TES JOURS SANS CONSERVER CEUX DE MA MÈRE, LE COUP EST fait et j'espère à mon retour","(162195, 162328)","(81, 269)"
Sade_Infortunes_370,"t qu'il y a des circonstances DANS LE MONDE OÙ LA COMPLICITÉ D'UN CRIME EST PRÉFÉRABLE À SA DÉLATION. 
ET SANS ME DONNER LE TEMPS DE RÉPONDRE, SANS TÉMOIGNER LA MOINDRE PITIÉ pour l'état cruel où j'étais,","ur et qu'il y a des positions DANS LE MONDE OÙ LA COMPLICITÉ D'UN CRIME EST PRÉFÉRABLE À SA DÉLATION. ME CONNAISSANT COMME TU DOIS ME CONNAÎTRE, COMMENT AS-TU OSÉ TE JOUER À MOI ? T'ES-TU FIGURÉ QUE LE SENTIMENT DE LA PITIÉ QUE N'ADMIT JAMAIS MON CŒUR QUE POUR L'INTÉRÊT DE MES PLAISIRS, OU QUE QUELQUES PRINCIPES DE RELIGION QUE JE FOULAI CONSTAMMENT AUX PIEDS, SERAIENT CAPABLES DE ME RETENIR... ? OU PEUT-ÊTRE AS-TU COMPTÉ SUR TES CHARMES ? AJOUTA-T-IL AVEC LE TON DU PLUS CRUEL PERSIFLAGE... EH BIEN, JE VAIS TE PROUVER QUE CES CHARMES, AUSSI MIEUX DÉVOILÉS QU'ILS PEUVENT L'ÊTRE, NE SERVIRONT QU'À MIEUX ALLUMER MA VENGEANCE. 
ET SANS ME DONNER LE TEMPS DE RÉPONDRE, SANS TÉMOIGNER LA MOINDRE ÉMOTION pour le torrent de larmes don","(162544, 162688)","(81, 269)"
Sade_Infortunes_371," son favori. 
--La voilà, lui DIT-IL, CELLE QUI A VOULU EMPOISONNER MA TANTE, ET QUI PEUT-ÊTRE A DÉJÀ COMMIS CE CRIME AFFREUX, malgré mes soins pour le pré","satellites : --La voilà, leur DIT-IL, CELLE QUI A VOULU EMPOISONNER MA MÈRE ET QUI PEUT-ÊTRE A DÉJÀ COMMIS CE CRIME AFFREUX, quels qu'aient été mes soins","(162810, 162905)","(81, 269)"
Sade_Infortunes_372,"mmis ce crime affreux, malgré MES SOINS POUR LE PRÉVENIR ; J'AURAIS MIEUX FAIT SANS DOUTE DE LA REMETTRE ENTRE LES MAINS DE LA JUSTICE, MAIS ELLE Y AURAIT PERDU LA VIE, ET JE VEUX LA LUI LAISSER POUR QU'ELLE AIT PLUS LONGTEMPS À SOUFFRIR. 
Alors les deux scélérats s'","e affreux, quels qu'aient été MES SOINS POUR LE PRÉVENIR ; J'AURAIS PEUT-ÊTRE MIEUX FAIT DE LA REMETTRE ENTRE LES MAINS DE LA JUSTICE, MAIS ELLE Y AURAIT PERDU LA VIE, ET JE VEUX LA LUI LAISSER POUR QU'ELLE AIT PLUS LONGTEMPS À SOUFFRIR ; dépouillez-la promptement e","(162914, 163121)","(81, 269)"
Sade_Infortunes_373,u le vois ; t'imagines-tu que DEUX MILLE ÉCUS DE PENSION NE VALAIENT pas mieux que les morsures do,"ertu te coûte un peu cher, et DEUX MILLE ÉCUS DE PENSION NE VALAIENT-ils pas bien cent coups de ne","(164667, 164705)","(81, 269)"
Sade_Infortunes_374,"ête à perdre connaissance. 
--JE SUIS BIEN BON DE TE SAUVER LA VIE, dit le traître que mes maux ","pressa jusqu'à m'étouffer. 
--JE SUIS BIEN BON DE TE SAUVER LA VIE, répéta-t-il deux ou trois fo","(164901, 164937)","(81, 269)"
Sade_Infortunes_375,"raître que mes maux irritent, PRENDS GARDE AU MOINS À L'USAGE QUE TU FERAS DE cette faveur... 
Puis il m'or","péta-t-il deux ou trois fois, PRENDS GARDE AU MOINS À L'USAGE QUE TU FERAS DE mes nouvelles bontés... 
Alor","(164977, 165024)","(81, 269)"
Sade_Infortunes_376,"ène en long et en large, bien PLUS OCCUPÉ DE SES IDÉES QUE DE MOI. 
LE GONFLEMENT DE MES CHAIRS, LE SANG QUI RUISSELLE ENCORE, LES DOULEURS AFFREUSES que j'endure, tout me rend pr","n large et me laissait faire, PLUS OCCUPÉ DE SES IDÉES QUE DE MOI. LE GONFLEMENT DE MES CHAIRS, LE SANG QUI COULAIT ENCORE, LES DOULEURS AFFREUSES que j'endurais, tout me rendi","(165351, 165470)","(81, 269)"
Sade_Infortunes_377,"le malhonnête homme qui vient DE ME METTRE DANS CE CRUEL ÉTAT... LUI, POUR QUI j'aurais autrefois sacrifié m"," jamais ce monstre qui venait DE ME METTRE DANS CE CRUEL ÉTAT, LUI POUR LEQUEL j'aurais donné ma vie il y av","(165592, 165640)","(81, 269)"
Sade_Infortunes_378,"ion. Dès que je fus prête : --ALLEZ OÙ VOUS VOUDREZ, ME DIT-IL ; IL DOIT VOUS RESTER DE L'ARGENT, JE NE VOUS L'ÔTE POINT, MAIS GARDEZ-VOUS DE REPARAÎTRE à aucune de mes maisons de vi"," fus prête, il m'approcha. 
--ALLEZ OÙ VOUS VOUDREZ, ME DIT-IL, IL DOIT VOUS RESTER DE L'ARGENT DANS VOTRE POCHE, JE NE VOUS L'ÔTE POINT, MAIS GARDEZ-VOUS DE REPARAÎTRE chez moi ni à Paris, ni à la ","(165755, 165877)","(81, 269)"
Sade_Infortunes_379,"a meurtrière de la marquise ; SI ELLE RESPIRE ENCORE, JE VAIS LUI FAIRE EMPORTER CETTE IDÉE AU TOMBEAU, TOUTE LA MAISON LE SAURA. VOILÀ DONC CONTRE VOUS DEUX PROCÈS AU LIEU D'UN, ET À LA PLACE D'UN VIL USURIER POUR ADVERSAIRE, UN HOMME RICHE ET PUISSANT, DÉTERMINÉ À VOUS POURSUIVRE JUSQU'AUX ENFERS, SI VOUS ABUSEZ de la vie que vous laisse sa ","ur la meurtrière de ma mère ; SI ELLE RESPIRE ENCORE, JE VAIS LUI FAIRE EMPORTER CETTE IDÉE AU TOMBEAU ; TOUTE LA MAISON LE SAURA ; JE VOUS DÉNONCERAI À LA JUSTICE. PARIS DEVIENT DONC D'AUTANT PLUS INHABITABLE POUR VOUS QUE VOTRE PREMIÈRE AFFAIRE QUE VOUS Y AVEZ CRUE TERMINÉE N'A ÉTÉ QU'ASSOUPIE, JE VOUS EN PRÉVIENS. ON VOUS A DIT QU'ELLE N'EXISTAIT PLUS, MAIS ON VOUS A TROMPÉE ; LE DÉCRET N'A POINT ÉTÉ PURGÉ ; ON VOUS LAISSAIT DANS CETTE SITUATION POUR VOIR COMMENT VOUS VOUS CONDUIRIEZ. VOUS AVEZ DONC MAINTENANT DEUX PROCÈS AU LIEU D'UN, ET À LA PLACE D'UN VIL USURIER POUR ADVERSAIRE UN HOMME RICHE ET PUISSANT, DÉTERMINÉ À VOUS POURSUIVRE JUSQU'AUX ENFERS, SI VOUS ABUSEZ par des plaintes calomniatric","(166322, 166607)","(81, 269)"
Sade_Infortunes_380," que vous laisse sa pitié. 
--OH MONSIEUR, RÉPONDIS-JE, QUELLES QU'AIENT ÉTÉ VOS RIGUEURS ENVERS MOI, NE REDOUTEZ RIEN DE MES DÉMARCHES ; J'AI CRU DEVOIR EN FAIRE CONTRE VOUS QUAND IL S'AGISSAIT DE LA VIE DE VOTRE TANTE, JE N'EN ENTREPRENDRAI JAMAIS QUAND IL ne sera question que de la ma","je veux bien vous laisser. 
--OH, MONSIEUR, RÉPONDIS-JE, QUELLES QU'AIENT ÉTÉ VOS RIGUEURS ENVERS MOI, NE CRAIGNEZ RIEN DE MES DÉMARCHES ; J'AI CRU DEVOIR EN FAIRE CONTRE VOUS QUAND IL S'AGISSAIT DE LA VIE DE VOTRE MÈRE, JE N'EN ENTREPRENDRAI JAMAIS QUAND IL ne s'agira que de la malheure","(166647, 166875)","(81, 269)"
Sade_Infortunes_381,"ait de la vie de votre tante, JE N'EN ENTREPRENDRAI JAMAIS QUAND IL NE sera question que de la malhe","sait de la vie de votre mère, JE N'EN ENTREPRENDRAI JAMAIS QUAND IL NE s'agira que de la malheureuse","(166838, 166878)","(81, 269)"
Sade_Infortunes_382,"ue de la malheureuse Thérèse. ADIEU, MONSIEUR, PUISSENT VOS CRIMES VOUS RENDRE AUSSI HEUREUX QUE VOS CRUAUTÉS ME CAUSENT DE TOURMENTS ET QUEL QUE SOIT LE SORT OÙ LE CIEL ME PLACE, TANT QU'IL CONSERVERA MES DÉPLORABLES JOURS, JE NE LES EMPLOIERAI QU'À PRIER POUR VOUS. 
Le comte leva la tête ; il ","que de la malheureuse Sophie. ADIEU, MONSIEUR, PUISSENT VOS CRIMES VOUS RENDRE AUSSI HEUREUX QUE VOS CRUAUTÉS ME CAUSENT DE TOURMENTS, ET QUEL QUE SOIT LE SORT OÙ LE CIEL VOUS PLACE, TANT QU'IL DAIGNERA CONSERVER MES DÉPLORABLES JOURS, JE NE LES EMPLOIERAI QU'À L'IMPLORER POUR VOUS. 
Le marquis leva la tête, il","(166924, 167160)","(81, 269)"
Sade_Infortunes_383,"'à prier pour vous. 
Le comte LEVA LA TÊTE ; IL NE PEUT S'EMPÊCHER DE ME CONSIDÉRER À CES MOTS, ET COMME IL ME VIT CHANCELANTE ET COUVERTE DE LARMES, DANS LA CRAINTE DE S'ÉMOUVOIR SANS DOUTE, LE CRUEL S'ÉLOIGNA, ET je ne le vis plus. 
Entièreme","plorer pour vous. 
Le marquis LEVA LA TÊTE, IL NE PUT S'EMPÊCHER DE ME CONSIDÉRER À CES MOTS, ET COMME IL ME VIT COUVERTE DE LARMES, POUVANT À PEINE ME SOUTENIR, DANS LA CRAINTE DE S'ÉMOUVOIR SANS DOUTE, LE CRUEL S'ÉLOIGNA ET ne tourna plus ses regards de","(167172, 167356)","(81, 269)"
Sade_Infortunes_384,"erre de mon malheureux corps, ET J'ARROSAI L'HERBE DE MES LARMES. 
Ô MON DIEU, M'ÉCRIAI-JE, VOUS L'AVEZ VOULU ; IL ÉTAIT DANS vos décrets éternels que l'in","ir l'air de mes gémissements, ET J'ARROSAI L'HERBE DE MES LARMES : --Ô MON DIEU, M'ÉCRIAI-JE, VOUS L'AVEZ VOULU, IL ÉTAIT DANS votre volonté que l'innocent ","(167583, 167678)","(81, 269)"
Sade_Infortunes_385,"ternels que l'innocent devînt LA PROIE DU COUPABLE ; DISPOSEZ DE MOI, SEIGNEUR, JE SUIS ENCORE BIEN LOIN DES MAUX QUE VOUS AVEZ SOUFFERT POUR NOUS ; PUISSENT CEUX QUE J'ENDURE EN VOUS ADORANT ME RENDRE DIGNE UN JOUR DES RÉCOMPENSES QUE VOUS PROMETTEZ AU FAIBLE, QUAND IL VOUS A POUR OBJET DANS SES TRIBULATIONS ET QU'IL VOUS GLORIFIE DANS SES PEINES LA NUIT tombait : il me devenait impo"," que l'innocent devînt encore LA PROIE DU COUPABLE ; DISPOSEZ DE MOI, SEIGNEUR, JE SUIS ENCORE BIEN LOIN DES MAUX QUE VOUS AVEZ SOUFFERTS POUR NOUS ; PUISSENT CEUX QUE J'ENDURE EN VOUS ADORANT ME RENDRE DIGNE UN JOUR DES RÉCOMPENSES QUE VOUS PROMETTEZ AU FAIBLE QUAND IL VOUS A TOUJOURS POUR OBJET DANS SES TRIBULATIONS ET QU'IL VOUS GLORIFIE DANS SES PEINES LA NUIT venait, j'étais hors d'état d","(167722, 168049)","(81, 269)"
Sade_Infortunes_386,": il me devenait impossible d'ALLER PLUS LOIN ; À PEINE POUVAIS-JE ME SOUTENIR ; JE JETAI LES YEUX SUR LE BUISSON OÙ J'AVAIS COUCHÉ QUATRE ANS AUPARAVANT, DANS UNE SITUATION presque aussi malheureuse ; j","venait, j'étais hors d'état d'ALLER PLUS LOIN, À PEINE POUVAIS-JE ME SOUTENIR ; JE ME RESSOUVINS DU BUISSON OÙ J'AVAIS COUCHÉ QUATRE ANS AUPARAVANT DANS UNE SITUATION bien moins malheureuse sans d","(168088, 168231)","(81, 269)"
Sade_Infortunes_387,"n presque aussi malheureuse ; JE M'Y TRAÎNAI COMME JE PUS, ET M'Y ÉTANT MISE À LA MÊME PLACE, TOURMENTÉE DE MES BLESSURES ENCORE SAIGNANTES, ACCABLÉE DES MAUX DE MON ESPRIT ET DES CHAGRINS DE MON CŒUR, JE PASSAI LA PLUS CRUELLE NUIT QU'IL SOIT POSSIBLE D'IMAGINER. 
LA VIGUEUR DE MON ÂGE ET DE MON TEMPÉRAMENT M'AYANT DONNÉ UN PEU DE FORCE AU POINT DU JOUR, TROP EFFRAYÉE DU VOISINAGE DE CE CRUEL CHÂTEAU, JE M'EN ÉLOIGNAI PROMPTEMENT ; JE QUITTAI LA FORÊT, ET RÉSOLUE DE GAGNER À TOUT hasard la première habitation","moins malheureuse sans doute, JE M'Y TRAÎNAI COMME JE PUS ET M'Y ÉTANT MISE À LA MÊME PLACE, TOURMENTÉE DE MES BLESSURES ENCORE SAIGNANTES, ACCABLÉE DES MAUX DE MON ESPRIT ET DES CHAGRINS DE MON CŒUR, J'Y PASSAI LA PLUS CRUELLE NUIT QU'IL SOIT POSSIBLE D'IMAGINER. LA VIGUEUR DE MON ÂGE ET DE MON TEMPÉRAMENT M'AYANT DONNÉ UN PEU DE FORCE AU POINT DU JOUR, TROP EFFRAYÉE DU VOISINAGE DE CE CRUEL CHÂTEAU, JE M'EN ÉLOIGNAI PROMPTEMENT, JE QUITTAI LA FORÊT ET RÉSOLUS DE GAGNER À TOUT hasard les premières habitati","(168260, 168715)","(81, 269)"
Sade_Infortunes_388,"ue de gagner à tout hasard la PREMIÈRE HABITATION QUI S'OFFRIRAIT À MOI, J'ENTRAI DANS LE BOURG DE Saint-Marcel, éloigné de Pari","s de gagner à tout hasard les PREMIÈRES HABITATIONS QUI S'OFFRIRAIENT À MOI, J'ENTRAI DANS LE BOURG DE Claye éloigné de Paris d'envi","(168726, 168794)","(81, 269)"
Sade_Infortunes_389,"oigné de Paris d'environ cinq LIEUES. JE DEMANDAI LA MAISON DU CHIRURGIEN, ON ME L'INDIQUA ; JE LE PRIAI DE PANSER MES BLESSURES, JE LUI DIS QUE FUYANT, POUR QUELQUE CAUSE D'AMOUR, LA MAISON DE MA MÈRE, À PARIS, j'avais été rencontrée la nu","loigné de Paris d'environ six LIEUES. JE DEMANDAI LA MAISON DU CHIRURGIEN, ON ME L'INDIQUA ; JE LE PRIAI DE ME PANSER, JE LUI DIS QUE FUYANT POUR QUELQUE CAUSE D'AMOUR LA MAISON DE MA MÈRE À PARIS, j'étais malheureusement tomb","(168841, 169021)","(81, 269)"
Sade_Infortunes_390,"s cruautés de M. de Bressac. 
DÈS QUE L'ÉTAT OÙ J'ÉTAIS ME PERMIT DE PRENDRE L'AIR, MON PREMIER EMPRESSEMENT FUT DE TÂCHER DE TROUVER DANS LE bourg une jeune fille assez a","e fus parfaitement rétablie. 
DÈS QUE L'ÉTAT OÙ J'ÉTAIS ME PERMIT DE PRENDRE L'AIR, MON PREMIER SOIN FUT DE TÂCHER DE TROUVER DANS LE village quelque jeune fille a","(169760, 169871)","(81, 269)"
Sade_Infortunes_391," de trouver dans le bourg une JEUNE FILLE ASSEZ ADROITE ET ASSEZ INTELLIGENTE POUR ALLER AU CHÂTEAU DE LA MARQUISE S'INFORMER DE TOUT CE QUI S'Y ÉTAIT PASSÉ DE NOUVEAU DEPUIS MON DÉPART ; LA CURIOSITÉ N'ÉTAIT PAS LE VRAI MOTIF QUI ME DÉTERMINAIT À CETTE DÉMARCHE ; CETTE curiosité, vraisemblablement ","ouver dans le village quelque JEUNE FILLE ASSEZ ADROITE ET ASSEZ INTELLIGENTE POUR ALLER AU CHÂTEAU DE BRESSAC S'INFORMER DE TOUT CE QUI S'Y ÉTAIT PASSÉ DE NOUVEAU DEPUIS MON DÉPART. LA CURIOSITÉ N'ÉTAIT PAS LE SEUL MOTIF QUI ME DÉTERMINAIT À CETTE DÉMARCHE ; CETTE curiosité, peut-être dangereu","(169882, 170122)","(81, 269)"
Sade_Infortunes_392,"curiosité n'était pas le vrai MOTIF QUI ME DÉTERMINAIT À CETTE DÉMARCHE ; CETTE CURIOSITÉ, vraisemblablement dangereuse","curiosité n'était pas le seul MOTIF QUI ME DÉTERMINAIT À CETTE DÉMARCHE ; CETTE CURIOSITÉ, peut-être dangereuse, eût as","(170073, 170132)","(81, 269)"
Sade_Infortunes_393,"avais gagné chez la marquise éTAIT RESTÉ DANS MA CHAMBRE ; À PEINE AVAIS-JE SIX LOUIS SUR MOI, ET J'EN POSSÉDAIS PLUS DE QUARANTE AU CHÂTEAU. JE N'IMAGINAIS PAS QUE LE COMTE FÛT ASSEZ CRUEL POUR ME REFUSER CE qui m'appartenait aussi légit","avais gagné chez la comtesse éTAIT RESTÉ DANS MA CHAMBRE, À PEINE AVAIS-JE SIX LOUIS SUR MOI ET J'EN POSSÉDAIS PRÈS DE TRENTE AU CHÂTEAU. JE N'IMAGINAIS PAS QUE LE MARQUIS FÛT ASSEZ CRUEL POUR ME REFUSER CE qui était à moi aussi légitim","(170243, 170421)","(81, 269)"
Sade_Infortunes_394," n'imaginais pas que le comte FÛT ASSEZ CRUEL POUR ME REFUSER CE QUI M'APPARTENAIT AUSSI LÉGITIMEMENT. PERSUADÉE QUE SA PREMIÈRE FUREUR PASSÉE, IL NE VOUDRAIT pas me faire une telle injust","'imaginais pas que le marquis FÛT ASSEZ CRUEL POUR ME REFUSER CE QUI ÉTAIT À MOI AUSSI LÉGITIMEMENT, ET J'ÉTAIS CONVAINCUE QUE SA PREMIÈRE FUREUR PASSÉE, IL NE ME FERAIT pas une seconde injustice ; j","(170387, 170515)","(81, 269)"
Sade_Infortunes_395,"udrait pas me faire une telle INJUSTICE, J'ÉCRIVIS UNE LETTRE AUSSI TOUCHANTE QUE JE LE PUS. JE LUI CACHAI SOIGNEUSEMENT LE LIEU QUE J'HABITAIS, ET LE SUPPLIAI DE ME RENVOYER MES hardes avec le peu d'argent q"," ne me ferait pas une seconde INJUSTICE ; J'ÉCRIVIS UNE LETTRE AUSSI TOUCHANTE QUE JE LE PUS... HÉLAS, ELLE NE L'ÉTAIT QUE TROP, MON CŒUR TRISTE Y PARLAIT PEUT-ÊTRE ENCORE MALGRÉ MOI EN FAVEUR DE CE PERFIDE ; JE LUI CACHAIS SOIGNEUSEMENT LE LIEU QUE J'HABITAIS, ET LE SUPPLIAIS DE ME RENVOYER MES effets et le peu d'argent qui","(170539, 170687)","(81, 269)"
Sade_Infortunes_396,"e me renvoyer mes hardes avec LE PEU D'ARGENT QUI SE TROUVAIT À MOI DANS MA CHAMBRE. UNE PAYSANNE DE VINGT-cinq ans, vive et spirituelle"," de me renvoyer mes effets et LE PEU D'ARGENT QUI SE TROUVERAIT À MOI DANS MA CHAMBRE. UNE PAYSANNE DE VINGT à vingt-cinq ans, fort vive e","(170700, 170776)","(81, 269)"
Sade_Infortunes_397,"ea de ma lettre, et me promit DE FAIRE ASSEZ D'INFORMATIONS SOUS MAIN POUR me satisfaire à son retour su","e se charger de ma lettre, et DE FAIRE ASSEZ D'INFORMATIONS SOUS MAIN POUR pouvoir me satisfaire à son r","(170846, 170890)","(81, 269)"
Sade_Infortunes_398," nom de l'endroit où j'étais, DE NE PARLER DE MOI EN QUOI QUE CE PÛT ÊTRE, ET DE DIRE QU'ELLE TENAIT LA LETTRE D'UN HOMME QUI L'APPORTAIT DE PLUS DE QUINZE LIEUES DE LÀ. JEANNETTE PARTIT, et, vingt-quatre heures aprè","her le lieu dont elle venait, DE NE PARLER DE MOI EN QUOI QUE CE SOIT, DE DIRE QU'ELLE TENAIT LA LETTRE D'UN HOMME QUI L'APPORTAIT DE PLUS DE QUINZE LIEUES DE LÀ. JEANNETTE PARTIT, c'était le nom de ma courriè","(171092, 171248)","(81, 269)"
Sade_Infortunes_399,"eues de là. Jeannette partit, ET, VINGT-QUATRE HEURES APRÈS, ELLE ME RAPPORTA la réponse ; elle existe enco","était le nom de ma courrière, ET VINGT-QUATRE HEURES APRÈS ELLE ME RAPPORTA ma réponse. Il est essentiel,","(171250, 171297)","(81, 269)"
Sade_Infortunes_400,", et le neveu, qui paraissait DANS LA PLUS GRANDE DÉSOLATION, PRÉTENDAIT QUE SA TANTE AVAIT ÉTÉ EMPOISONNÉE PAR UNE FEMME DE CHAMBRE QUI S'ÉTAIT ÉVADÉE LE MÊME JOUR. On faisait des recherches, e","ris au château, et le marquis DANS LA PLUS GRANDE DÉSOLATION PRÉTENDAIT QUE SA MÈRE AVAIT ÉTÉ EMPOISONNÉE PAR UNE FEMME DE CHAMBRE QUI S'ÉTAIT ÉVADÉE LE MÊME JOUR et que l'on nommait Sophie ; ","(171696, 171830)","(81, 269)"
Sade_Infortunes_401,"écouvrait. Au reste, le comte SE TROUVAIT, PAR CETTE SUCCESSION, BEAUCOUP PLUS RICHE QU'IL NE L'AVAIT CRU ; le coffre-fort, le portefeu","trouvait. Au reste le marquis SE TROUVAIT PAR CETTE SUCCESSION BEAUCOUP PLUS RICHE QU'IL NE L'AVAIT CRU, et les coffres-forts, les pi","(171953, 172028)","(81, 269)"
Sade_Infortunes_402,"issance, mettaient son neveu, INDÉPENDAMMENT DES REVENUS, EN POSSESSION DE PLUS DE SIX CENT MILLE FRANCS D'EFFETS OU D'ARGENT COMPTANT. AU TRAVERS DE SA DOULEUR AFFECTÉE, ce jeune homme avait, disait","ssance, mettaient le marquis, INDÉPENDAMMENT DES REVENUS, EN POSSESSION DE PLUS DE SIX CENT MILLE FRANCS OU D'EFFETS OU D'ARGENT COMPTANT. AU TRAVERS DE SA DOULEUR AFFECTÉE, il avait, disait-on, bien de","(172163, 172302)","(81, 269)"
Sade_Infortunes_403,"leur affectée, ce jeune homme AVAIT, DISAIT-ON, BIEN DE LA PEINE À CACHER SA JOIE, ET LES PARENTS, CONVOQUÉS POUR L'OUVERTURE DU CORPS EXIGÉE PAR LE COMTE, APRÈS AVOIR DÉPLORÉ LE SORT DE LA MALHEUREUSE MARQUISE, ET JURÉ DE LA VENGER si la coupable tombait entre ","rs de sa douleur affectée, il AVAIT, DISAIT-ON, BIEN DE LA PEINE À CACHER SA JOIE, ET LES PARENTS CONVOQUÉS POUR L'OUVERTURE DU CORPS EXIGÉE PAR LE MARQUIS, APRÈS AVOIR DÉPLORÉ LE SORT DE LA MALHEUREUSE COMTESSE, ET JURÉ DE LA VENGER si celle qui avait commis un ","(172319, 172521)","(81, 269)"
Sade_Infortunes_404,"t de la malheureuse marquise, ET JURÉ DE LA VENGER SI LA COUPABLE TOMBAIT ENTRE LEURS MAINS, AVAIENT LAISSÉ LE JEUNE HOMME EN PLEINE ET PAISIBLE POSSESSION de sa scélératesse. M. de Bre","t de la malheureuse comtesse, ET JURÉ DE LA VENGER SI CELLE QUI AVAIT COMMIS UN TEL CRIME POUVAIT TOMBER ENTRE LEURS MAINS, AVAIENT LAISSÉ LE JEUNE HOMME EN PLEINE ET PAISIBLE POSSESSION du finit de sa scélératesse. ","(172501, 172626)","(81, 269)"
Sade_Infortunes_405,"pleine et paisible possession DE SA SCÉLÉRATESSE. M. DE BRESSAC AVAIT LUI-MÊME PARLÉ À JEANNETTE, IL LUI AVAIT FAIT DIFFÉRENTES QUESTIONS AUXQUELLES LA JEUNE FILLE AVAIT RÉPONDU AVEC TANT DE FRANCHISE ET de fermeté, qu'il s'était rés"," paisible possession du finit DE SA SCÉLÉRATESSE. M. DE BRESSAC AVAIT PARLÉ LUI-MÊME À JEANNETTE, IL LUI AVAIT FAIT DIFFÉRENTES QUESTIONS AUXQUELLES LA JEUNE FILLE AVAIT RÉPONDU AVEC TANT DE FERMETÉ ET de franchise qu'il s'était dé","(172627, 172800)","(81, 269)"
Sade_Infortunes_406,"'était résolu à lui donner sa RÉPONSE SANS LA PRESSER DAVANTAGE. LA VOILÀ CETTE FATALE LETTRE, DIT THÉRÈSE EN la remettant à Mme de Lorsang","ait déterminé à lui faire une RÉPONSE, SANS LA PRESSER DAVANTAGE. 
--LA VOILÀ, CETTE FATALE LETTRE, DIT SOPHIE EN la sortant de sa poche, la vo","(172850, 172929)","(81, 269)"
Sade_Infortunes_407,"ttant à Mme de Lorsange, oui, LA VOILÀ, MADAME, ELLE EST QUELQUEFOIS NÉCESSAIRE À MON CŒUR, ET JE LA CONSERVERAI JUSQU'À LA MORT ; LISEZ-LA, SI VOUS LE POUVEZ, SANS FRÉMIR. 
MME DE LORSANGE AYANT PRIS LE BILLET DES MAINS DE NOTRE BELLE AVENTURIÈRE Y LUT LES MOTS SUIVANTS : UNE SCÉLÉRATE CAPABLE D'AVOIR EMPOISONNÉ MA TANTE EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT ; CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE sûre qu'on l'y troublera si o","ie en la sortant de sa poche, LA VOILÀ, MADAME, ELLE EST QUELQUEFOIS NÉCESSAIRE À MON CŒUR ET JE LA CONSERVERAI JUSQU'À MON DERNIER SOUPIR ; LISEZ-LA SI VOUS LE POUVEZ SANS FRÉMIR. 
MME DE LORSANGE, AYANT PRIS LE BILLET DES MAINS DE NOTRE BELLE AVENTURIÈRE, Y LUT LES MOTS SUIVANTS : « UNE SCÉLÉRATE CAPABLE D'AVOIR EMPOISONNÉ MA MÈRE EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT. CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE sûre que l'on l'y troublera s","(172967, 173393)","(81, 269)"
Sade_Infortunes_408,e d'avoir empoisonné ma tante EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT ; CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE SÛRE QU'ON L'Y TROUBLERA SI ON L'Y DÉCOUVRE. QU'OSE-T-ELLE RÉCLAMER ? QUE PARLE-T-ELLE D'ARGENT ? Ce qu'elle a pu laisser équ,le d'avoir empoisonné ma mère EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT. CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE SÛRE QUE L'ON L'Y TROUBLERA SI ON L'Y DÉCOUVRE. QU'OSE-T-ELLE RÉCLAMER... QUE PARLE-T-ELLE D'ARGENT et d'effets ? Ce qu'elle a pu,"(173261, 173489)","(81, 269)"
