,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_142,"s et y ayant répondu de l'air LE PLUS NAÏF : --EH BIEN, ME DIT LE MOINE EN SE LEVANT, ET ME PRENANT PAR LA MAIN, VENEZ, MON ENFANT ; il est trop tard pour vous ","s modeste, le plus sincère et LE PLUS NAÏF : --EH BIEN ME DIT LE MOINE EN SE LEVANT, ET ME PRENANT PAR LA MAIN, VENEZ, MON ENFANT, je vous procurerai la douce ","(133138, 133238)","(242625, 242724)"
Sade_Justine_143,"nduisit vers la sacristie. 
--EH QUOI, LUI DIS-JE ALORS AVEC UNE SORTE D'INQUIÉTUDE DONT JE NE ME SENTAIS PAS MAÎTRESSE, EH QUOI, MON PÈRE, DANS L'INTÉRIEUR de votre maison ? 
--Et où do","ers le fond de l'église... 
--EH QUOI LUI DIS-JE ALORS AVEC UNE SORTE D'INQUIÉTUDE DONT JE NE ME SENTAIS PAS MAÎTRESSE... EH QUOI MON PÈRE, DANS L'INTÉRIEUR ? 
--Et où donc, charmante pè","(133510, 133636)","(242929, 243055)"
Sade_Justine_144,"s envie de vous épargner... à QUI DONC AUREZ-VOUS RECOURS, SERA-CE À CE DIEU QUE VOUS VENIEZ IMPLORER AVEC TANT DE ZÈLE, ET QUI profite de cette ferveur pour","enflammeront que davantage. A QUI DONC AUREZ-VOUS RECOURS ? SERA-CE À CE DIEU QUE VOUS VENIEZ IMPLORER AVEC TANT DE ZÈLE, ET QUI, pour vous récompenser de cet","(139315, 139412)","(253530, 253628)"
Sade_Justine_145,"rer de nos mains, qu'il n'y a NI DANS LA CLASSE DES CHOSES POSSIBLES, NI DANS CELLE DES MIRACLES, AUCUNE SORTE DE MOYEN QUI PUISSE RÉUSSIR À VOUS FAIRE CONSERVER PLUS LONGTEMPS CETTE VERTU DONT VOUS ÊTES SI FIÈRE, QUI PUISSE ENFIN VOUS EMPÊCHER DE DEVENIR DANS TOUS LES SENS ET DE TOUTES LES MANIÈRES imaginables la proie des excè","her de nos mains, et il n'y a NI DANS LA CLASSE DES CHOSES POSSIBLES, NI DANS CELLE DES MIRACLES, AUCUNE SORTE DE MOYEN QUI PUISSE RÉUSSIR À VOUS FAIRE CONSERVER PLUS LONGTEMPS CETTE VERTU DONT VOUS ÊTES SI FIÈRE ; QUI PUISSE ENFIN VOUS EMPÊCHER DE DEVENIR DANS TOUS LES SENS, ET DE TOUTES LES MANIÈRES, la proie des excès libidineu","(139623, 139893)","(253999, 254271)"
Sade_Justine_146,"pendant ce temps-là les trois AUTRES FEMMES SE TIENNENT AUTOUR DE NOUS POUR PRÉVENIR LES BESOINS OU POUR LES EXCITER. 
AUSSITÔT UN CERCLE SE FORME, ON ME PLACE AU MILIEU, ET LÀ PENDANT PLUS DE DEUX HEURES, JE SUIS EXAMINÉE, CONSIDÉRÉE, PALPÉE PAR CES QUATRE LIBERTINS, ÉPROUVANT TOUR À TOUR DE CHACUN OU DES ÉLOGES OU DES CRITIQUES. VOUS ME PERMETTREZ, MADAME, DIT NOTRE BELLE PRISONNIÈRE EN ROUGISSANT prodigieusement ici, de vous ","que pendant ce temps les huit AUTRES FEMMES SE TIENNENT AUTOUR DE NOUS, POUR PRÉVENIR LES BESOINS, OU POUR LES EXCITER. 
AUSSITÔT UN CERCLE SE FORME, ON ME PLACE AU MILIEU, ET LÀ, PENDANT PLUS DE DEUX HEURES, JE SUIS EXAMINÉE, CONSIDÉRÉE, TOUCHÉE PAR CES QUATRE MOINES, ÉPROUVANT TOUR À TOUR DE CHACUN OU DES ÉLOGES, OU DES CRITIQUES. 
VOUS ME PERMETTREZ, MADAME, DIT NOTRE BELLE PRISONNIÈRE EN ROUGISSANT, de vous déguiser une partie ","(141790, 142162)","(256072, 256447)"
Sade_Justine_147,"l cas dicter à des libertins, QU'ELLE LES VOIE SUCCESSIVEMENT PASSER DE MES COMPAGNES À MOI, COMPARER, RAPPROCHER, CONFRONTER, DISCOURIR, ET ELLE N'AURA VRAISEMBLABLEMENT ENCORE QU'UNE LÉGÈRE IDÉE de tout ce qui s'exécuta dans"," cas dicter à des scélérats ; QU'ELLE LES VOIE SUCCESSIVEMENT PASSER DE MES COMPAGNES À MOI, COMPARER, RAPPROCHER, CONFRONTER, DISCOURIR, ET ELLE N'AURA VRAISEMBLABLEMENT ENCORE QU'UNE FAIBLE IDÉE de ce qui s'exécuta, dans ces","(142380, 142546)","(256628, 256794)"
Sade_Justine_148,"uvait m'outrager davantage... HÉLAS, SI QUELQUEFOIS MON IMAGINATION S'ÉTAIT ÉGARÉE SUR CES PLAISIRS, JE LES CROYAIS CHASTES COMME LE DIEU QUI LES INSPIRAIT, DONNÉS PAR LA NATURE POUR SERVIR DE CONSOLATION AUX HUMAINS, NÉS DE L'AMOUR ET DE LA DÉLICATESSE ; J'ÉTAIS BIEN LOIN DE CROIRE QUE L'HOMME À L'EXEMPLE DES BÊTES FÉROCES NE PÛT JOUIR QU'EN FAISANT FRÉMIR SES compagnes ; je l'éprouvai, et","ont on m'avait rendue témoin. HÉLAS SI QUELQUEFOIS MON IMAGINATION S'ÉTAIT ÉGARÉE SUR CES PLAISIRS, JE LES CROYAIS CHASTES COMME LE DIEU QUI LES INSPIRAIT, DONNÉES PAR LA NATURE POUR SERVIR DE CONSOLATION AUX HUMAINS, JE LES SUPPOSAIS NÉS DE L'AMOUR ET DE LA DÉLICATESSE. J'ÉTAIS BIEN LOIN DE CROIRE QUE L'HOMME, À L'EXEMPLE DES BÊTES FÉROCES, NE PÛT JOUIR QU'EN FAISANT FRÉMIR SA compagne... Puis revenant sur","(144832, 145165)","(269986, 270336)"
Sade_Justine_149,"rs le point du jour Omphale s'APPROCHA DE MON LIT.--CHÈRE COMPAGNE, ME DIT-ELLE, JE VIENS T'EXHORTER À PRENDRE DU COURAGE ; J'AI PLEURÉ COMME TOI DANS LES PREMIERS JOURS ET MAINTENANT L'HABITUDE EST PRISE, TU Y FERAS comme moi ; les premiers mome"," jour parut ; Omphale alors s'APPROCHA DE MON LIT. 
--CHÈRE COMPAGNE, ME DIT-ELLE, JE VIENS T'EXHORTER À PRENDRE DU COURAGE ; J'AI PLEURÉ COMME TOI DANS LES PREMIERS JOURS, ET MAINTENANT L'HABITUDE EST PRISE ; TU T'Y ACCOUTUMERAS comme j'ai fait ; les commenc","(150019, 150205)","(270966, 271165)"
Sade_Justine_150,"n en voyant d'autres souffrir AUPRÈS D'EUX. QUELQUE CUISANTES QUE FUSSENT MES DOULEURS, JE LES APAISAI UN INSTANT POUR PRIER MA COMPAGNE DE ME METTRE AU FAIT DES MAUX OÙ JE DEVAIS m'attendre. Écoute, me dit Om","nsolent en en voyant d'autres AUPRÈS D'EUX. QUELQUE CUISANTES QUE FUSSENT MES DOULEURS, JE LES APAISAI UN INSTANT, POUR PRIER MA COMPAGNE DE ME METTRE AU FAIT DES MAUX AUXQUELS JE DEVAIS m'attendre. 
--Un moment, me ","(150562, 150711)","(271489, 271645)"
Sade_Justine_151,"on devient quand on quitte ce LIEU. NOUS AVONS AUTANT DE PREUVES QUE NOTRE SOLITUDE NOUS PERMET D'EN ACQUÉRIR, QUE LES FILLES RÉFORMÉES PAR LES MOINES NE REPARAISSENT JAMAIS dans le monde ; eux-mêmes nou","qu'on devient en quittant ces LIEUX. NOUS AVONS AUTANT DE PREUVES QUE NOTRE SOLITUDE NOUS PERMET D'EN ACQUÉRIR, QUE LES FILLES RÉFORMÉES PAR LES MOINES NE REPARAISSENT JAMAIS ; eux-mêmes nous en prévienne","(150993, 151136)","(300671, 300815)"
Sade_Justine_152,"e à l'entrée de la nuit, puis IL SORT. LA RÉFORMÉE EMBRASSE SES COMPAGNES, ELLE LEUR PROMET MILLE ET MILLE FOIS DE LES SERVIR, DE PORTER DES PLAINTES, D'ÉBRUITER CE QUI SE PASSE ; L'HEURE SONNE, LE MOINE VIENT, LA FILLE PART, ET l'on n'entend jamais parler d","us offrez plus à lui, ensuite IL SORT ; LA RÉFORMÉE EMBRASSE SES COMPAGNES, ELLE LEUR PROMET MILLE ET MILLE FOIS DE LES SERVIR, DE PORTER DES PLAINTES, D'ÉBRUITER CE QUI SE PASSE ; L'HEURE SONNE, LE MOINE PARAÎT, LA FILLE PART, ET l'on n'entend plus parler d'e","(162464, 162662)","(304213, 304413)"
Sade_Justine_153,"ut le succès qu'on en pouvait ATTENDRE ; LE PEUPLE CRIA AU MIRACLE, LAISSA DE FICHES OFFRANDES À LA VIERGE ET S'EN RETOURNA PLUS CONVAINCU QUE JAMAIS DE L'EFFICACITÉ DES GRÂCES DE CETTE MÈRE CÉLESTE. 
NOS LIBERTINS VOULURENT POUR PARFAIRE LEUR IMPIÉTÉ QUE FLORETTE parût au souper dans les même","ut le succès qu'on pouvait en ATTENDRE. LE PEUPLE CRIA AU MIRACLE, LAISSA DE RICHES OFFRANDES À LA VIERGE, ET S'EN RETOURNA PLUS CONVAINCU QUE JAMAIS DE L'EFFICACITÉ DES GRÂCES DE CETTE MÈRE CÉLESTE. NOS LIBERTINS VOULURENT, POUR DOUBLER LEURS IMPIÉTÉS, QUE FLORETTE parût aux orgies du soir dans","(178111, 178345)","(357550, 357786)"
Sade_Justine_154," que Florette parût au souper DANS LES MÊMES VÊTEMENTS QUI LUI AVAIENT ATTIRÉ TANT D'HOMMAGES, ET CHACUN D'EUX ENFLAMMA SES ODIEUX DÉSIRS À LA SOUMETTRE SOUS CE COSTUME À L'IRRÉGULARITÉ DE SES CAPRICES. IRRITÉS DE CE PREMIER CRIME, LES MONSTRES NE s'en tinrent pas là ; ils l'é","ette parût aux orgies du soir DANS LES MÊMES VÊTEMENTS QUI LUI AVAIENT ATTIRÉ TANT D'HOMMAGES, ET CHACUN D'EUX ENFLAMMA SES ODIEUX DÉSIRS À LA SOUMETTRE, SOUS CE COSTUME, À L'IRRÉGULARITÉ DE SES CAPRICES. IRRITÉS DE CE PREMIER CRIME, LES SACRILÈGES NE s'en tiennent point là : ils ","(178362, 178579)","(357812, 358033)"
Sade_Justine_155,"utenir. Raphaël, voyant cela, DIT QUE POUR M'Y APPRIVOISER IL FALLAIT QUE JE SERVISSE D'AUTEL À MON TOUR. ON ME SAISIT, ON ME PLACE AU MÊME LIEU QUE FLORETTE et l'infâme Italien, avec des","érino, me voyant en cet état, DIT QUE POUR M'Y APPRIVOISER IL FALLAIT QUE JE SERVISSE D'AUTEL À MON TOUR. ON ME SAISIT ; ON ME PLACE AU MÊME LIEU QUE FLORETTE ; le sacrifice se consomme, e","(178935, 179062)","(358425, 358553)"
Sade_Justine_156,"oint sans verser des pleurs ; LA RELIGION EST EN MOI L'EFFET DU SENTIMENT, TOUT CE QUI L'OFFENSE OU L'OUTRAGE FAIT JAILLIR LE SANG DE MON CŒUR. 
Cependant il ne nous parut "," n'y pense pas sans frémir... LA RELIGION EST EN MOI L'EFFET DU SENTIMENT ; TOUT CE QUI L'OFFENSE, OU L'OUTRAGE, FAIT JAILLIR LE SANG DE MON CŒUR. 
L'époque du renouvellement ","(179490, 179602)","(359161, 359276)"
Sade_Justine_157,"ous plaça l'une après l'autre DANS SON ATTITUDE CHÉRIE, ET S'ARRÊTA PARTICULIÈREMENT À OMPHALE. IL RESTE PLUSIEURS MINUTES À LA CONTEMPLER DANS CETTE POSTURE, IL S'AGITE SOURDEMENT, il se livre à quelqu'une de ","amine, nous place tour à tour DANS SON ATTITUDE CHÉRIE, ET S'ARRÊTE PARTICULIÈREMENT À OMPHALE. IL RESTE PLUSIEURS MINUTES À LA CONTEMPLER DANS CETTE POSTURE, IL S'EXCITE SOURDEMENT, il baise ce qu'on lui présen","(180140, 180290)","(359525, 359676)"
Sade_Justine_158,"lle, la tête noblement placée ET QUELQUE CHOSE DE SI SÉDUISANT DANS L'ENSEMBLE QU'IL ÉTAIT IMPOSSIBLE DE LA VOIR, SANS SE SENTIR INVOLONTAIREMENT ENTRAÎNÉE VERS ELLE. Nous apprîmes bientôt d'elle"," plus beaux cheveux du monde, ET QUELQUE CLOSE DE SI SÉDUISANT DANS L'ENSEMBLE, QU'IL ÉTAIT IMPOSSIBLE DE LA VOIR SANS SE SENTIR INVOLONTAIREMENT ENTRAÎNÉ VERS ELLE. On la nommait Octavie ; nous","(184951, 185086)","(364303, 364437)"
Sade_Justine_159," devant autant de chantres, n'EURENT LA FORCE QUE DE LES ADMIRER ; L'EMPIRE DE LA BEAUTÉ CONTRAINT AU RESPECT, LE SCÉLÉRAT LE PLUS CORROMPU LUI REND MALGRÉ tout une espèce de culte qui ","e devant autant de charmes, n'EURENT LA FORCE QUE DE LES ADMIRER. L'EMPIRE DE LA BEAUTÉ CONTRAINT AU RESPECT ; LE SCÉLÉRAT LE PLUS CORROMPU LUI REND MALGRÉ son cœur une espèce de culte ","(185900, 186025)","(365018, 365143)"
Sade_Justine_160,"en renvoyant cette infortunée DANS SA CHAMBRE, LUI RENDIT AU MOINS POUR QUELQUES HEURES LE CALME DONT ELLE AVAIT BESOIN. J'AURAIS BIEN DÉSIRÉ POUVOIR LA CONSOLER au moins cette première nuit,","n renvoyant cette malheureuse DANS SA CHAMBRE, LUI RENDIT AU MOINS POUR QUELQUES HEURES LE CALME DONT ELLE AVAIT BESOIN. 
J'AURAIS BIEN DÉSIRÉ POUVOIR LA CONSOLER cette première nuit, mais obl","(190637, 190768)","(371214, 371346)"
Sade_Justine_161,"e trouvée dans le cas d'avoir BESOIN DE SECOURS ; J'AVAIS EU LE MALHEUR, NON PAS DE PLAIRE, LE MOT NE SERAIT PAS CONVENABLE, MAIS D'EXCITER PLUS ARDEMMENT QU'UNE AUTRE LES INFÂMES DÉSIRS DE ce débauché, et il s'écoulait","vée dans le cas d'avoir grand BESOIN DE SECOURS. J'AVAIS EU LE MALHEUR, NON PAS DE PLAIRE, LE MOT NE SERAIT PAS CONVENABLE, MAIS D'EXCITER PLUS VIVEMENT QU'UNE AUTRE LES INFÂMES DÉSIRS DE ce sodomite ; il me désirait ","(190912, 191071)","(371488, 371645)"
Sade_Justine_162,"e des moines ou peut-être par QUELQUES RECHERCHES ULTÉRIEURES, ON POUVAIT LA SUBIR AU BOUT DE HUIT JOURS COMME AU BOUT DE VINGT ANS ; IL N'Y AVAIT PAS six semaines qu'octavie était","oines, ou par leur crainte de QUELQUES RECHERCHES ULTÉRIEURES, ON POUVAIT LA SUBIR AU BOUT DE HUIT JOURS COMME AU BOUT DE VINGT ANS. IL N'Y AVAIT PAS quatre mois qu'Octavie était ","(191947, 192067)","(374921, 375040)"
Sade_Justine_163,"e ma vie ; il était écrit que CEUX QUI M'AVAIENT TOURMENTÉE, HUMILIÉE, TENUE DANS LES FERS, RECEVRAIENT SANS CESSE À MES REGARDS LE PRIX DE LEURS FORFAITS, COMME SI LA PROVIDENCE EÛT PRIS À TÂCHE DE ME MONTRER L'INUTILITÉ DE LA VERTU ; FUNESTE LEÇON QUI NE me corrigea point et qui, dus","était gravé, dis-je, que tous CEUX QUI M'AVAIENT TOURMENTÉE, HUMILIÉE, TENUE DANS LES FERS, RECEVRAIENT SANS CESSE À MES REGARDS LE PRIX DE LEURS FORFAITS, COMME SI LA PROVIDENCE EÛT PRIS À TÂCHE DE ME MONTRER L'INUTILITÉ DE LA VERTU... FUNESTES LEÇONS QUI NE me corrigèrent pourtant point","(197163, 197389)","(375974, 376203)"
Sade_Justine_164,"tête, ne m'empêchera point d'êTRE TOUJOURS L'ESCLAVE DE CETTE DIVINITÉ DE MON CŒUR. 
UN MATIN SANS QUE NOUS NOUS Y ATTENDISSIONS, ANTONIN PARUT DANS NOTRE CHAMBRE, ET NOUS ANNONÇA QUE LE RÉVÉREND PÈRE RAPHAËL, PARENT ET PROTÉGÉ du Saint-Père venait d'être n","tête, ne m'empêcheront pas d'êTRE TOUJOURS L'ESCLAVE DE CETTE DIVINITÉ DE MON CŒUR. 
UN MATIN, SANS QUE NOUS NOUS Y ATTENDISSIONS, ANTONIN PARUT DANS NOTRE CHAMBRE ET NOUS ANNONÇA QUE LE RÉVÉREND PÈRE SÉVÉRINO, PARENT ET PROTÉGÉ du pape, venait d'être nommé ","(197497, 197694)","(376324, 376522)"
Sade_Justine_165,"rompé... et dans quel triste éTAT PUIS-JE ME CONTEMPLER MAINTENANT CES FUNESTES RÉFLEXIONS UN PEU CALMÉES PAR LE PLAISIR DE ME VOIR LIBRE, JE CONTINUAI ma route. Pour ne pas vous en","ment trompé Ô Dieu dans quel éTAT PUIS-JE ME CONTEMPLER MAINTENANT » CES FUNESTES RÉFLEXIONS UN PEU CALMÉES PAR LE PLAISIR DE ME VOIR LIBRE, JE POURSUIVIS ma route vers Dijon, m'imagin","(202064, 202185)","(384939, 385063)"
Sade_Justine_166," une couple de chemises et de MOUCHOIRS DANS MES POCHES, QUE JE RENCONTRAI UNE VIEILLE FEMME QUI M'ABORDA AVEC L'AIR DE LA DOULEUR ET QUI ME CONJURA DE LUI FAIRE quelques charités. Compatissa","ouple de chemises et quelques MOUCHOIRS DANS MES POCHES, QUE JE RENCONTRAI UNE VIEILLE FEMME QUI M'ABORDA AVEC L'AIR DE LA DOULEUR ET QUI ME CONJURA DE LUI FAIRE l'aumône. Loin de la dureté d","(203536, 203667)","(470754, 470885)"
Sade_Justine_167,"ude. Ayant encore la bonhomie DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS, JE LUI RACONTE TOUTES MES AVENTURES, IL LES ÉCOUTE AVEC INTÉRÊT ET QUAND J'AI FINI PAR LA DERNIÈRE CATASTROPHE QUI VIENT DE M'ARRIVER, DONT LE RÉCIT LUI FAIT VOIR L'ÉTAT cruel de misère dans lequel j","e. Ayant encore la simplicité DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS : JE L'INSTRUIS DE MES REVERS, IL LES ÉCOUTE AVEC INTÉRÊT, ET QUAND J'AI FINI PAR LA DERNIÈRE CATASTROPHE QUI VIENT DE M'ARRIVER, DONT LE RÉCIT LUI FAIT VOIR L'ÉTAT de misère où je me trouve : -","(207164, 207540)","(474171, 474541)"
Sade_Justine_168,"t cruel de misère dans lequel JE ME TROUVE : --QUE JE SUIS HEUREUX, S'ÉCRIE-T-IL, DE POUVOIR AU MOINS RECONNAÎTRE TOUT CE QUE VOUS VENEZ DE FAIRE POUR MOI JE M'APPELLE DALVILLE, CONTINUE CET AVENTURIER, JE POSSÈDE UN FORT BEAU CHÂTEAU dans les montagnes à quinze l","fait voir l'état de misère où JE ME TROUVE : --QUE JE SUIS HEUREUX, S'ÉCRIE-T-IL, DE POUVOIR AU MOINS RECONNAÎTRE TOUT CE QUE VOUS VENEZ DE FAIRE POUR MOI JE M'APPELLE ROLAND, CONTINUE CET AVENTURIER, JE POSSÈDE UN FORT BEAU CHÂTEAU dans la montagne, à quinze li","(207569, 207773)","(474555, 474757)"
Sade_Justine_169,"s longtemps, me dit Dalville, DANS L'HABITUDE DE VENIR DE CHEZ MOI À VIENNE DE CETTE MANIÈRE ; MA SANTÉ ET MA BOURSE Y GAGNENT. 
CE N'EST PAS cependant que je sois dans le","sieurs années, me dit Roland, DANS L'HABITUDE DE VENIR DE CHEZ MOI À VIENNE DE CETTE MANIÈRE. MA SANTÉ ET MA BOURSE Y GAGNENT : CE N'EST PAS que je sois dans le cas de pr","(208439, 208550)","(475492, 475602)"
Sade_Justine_170," avec cet honnête gentilhomme LE DOUBLE MALHEUR DONT IL ÉTAIT VICTIME, LORSQU'IL ME PROPOSA DE NOUS REMETTRE EN ROUTE. 
--JE ME SENS UN PEU MIEUX, GRÂCE À VOS SOINS, DIT DALVILLE ; LA NUIT S'APPROCHE, GAGNONS un logis distant d'environ de"," 
Je déplorais avec cet homme LE DOUBLE MALHEUR DONT IL ÉTAIT VICTIME, LORSQU'IL ME PROPOSA DE NOUS REMETTRE EN ROUTE : --JE ME SENS UN PEU MIEUX, GRÂCE À VOS SOINS, ME DIT ROLAND ; LA NUIT S'APPROCHE, GAGNONS une maison qui doit être à de","(209247, 209425)","(476104, 476283)"
Sade_Justine_171,"de mon guide, et le lendemain NOUS CONTINUÂMES NOTRE MARCHE TOUJOURS DANS LA MÊME DIRECTION. SUR LES QUATRE HEURES DU SOIR, NOUS ARRIVÂMES AU PIED DES MONTAGNES ; LÀ LE CHEMIN DEVENANT PRESQUE IMPRATICABLE, DALVILLE RECOMMANDA AU MULETIER DE NE PAS ME QUITTER DE PEUR D'ACCIDENT, ET nous nous enfilâmes dans les "," patron, et le jour d'ensuite NOUS CONTINUÂMES NOTRE MARCHE TOUJOURS DANS LA MÊME DIRECTION. SUR LES QUATRE HEURES DU SOIR, NOUS ARRIVÂMES AU PIED DES MONTAGNES : LÀ, LE CHEMIN DEVENANT PRESQUE IMPRATICABLE, ROLAND RECOMMANDA AU MULETIER DE NE PAS ME QUITTER DE PEUR D'ACCIDENT, ET nous pénétrâmes dans les gorg","(210556, 210808)","(477085, 477336)"
Sade_Justine_172,"en face de nous ; là Dalville DESCENDIT DE SA MULE ET M'AYANT DIT D'EN FAIRE AUTANT, IL LES RENDIT TOUTES DEUX AU VALET, LE PAYA ET LUI ORDONNA DE S'EN RETOURNER, autre cérémonie qui me déplu","s en séparait encore ; Roland DESCENDIT DE SA MULE, ET M'AYANT DIT D'EN FAIRE AUTANT, IL LES RENDIT TOUTES DEUX AU VALET, LE PAYA ET LUI ORDONNA DE S'EN RETOURNER. Ce nouveau procédé me déplut","(212324, 212455)","(478743, 478875)"
Sade_Justine_173,"ue fois que tu te relâcheras, IL TE SERA ACCORDÉ SIX ONCES DE PAIN NOIR ET UN PLAT DE FÈVES PAR JOUR. POUR TA LIBERTÉ, RENONCES-Y, TU NE REVERRAS jamais le ciel ; quand tu ser","il me plaira de te soumettre, IL TE SERA ACCORDÉ SIX ONCES DE PAIN NOIR ET UN PLAT DE FÈVES PAR JOUR ; POUR TA LIBERTÉ, RENONCES-Y ; TU NE L'AURAS jamais. Quand tu seras morte ","(213807, 213922)","(480111, 480227)"
Sade_Justine_174,"lville, daignez vous rappeler QUE JE VOUS AI SAUVÉ LA VIE, QU'UN INSTANT ÉMU PAR LA RECONNAISSANCE VOUS SEMBLÂTES M'OFFRIR LE BONHEUR, ET QUE ce n'était pas à cela que je ","gnez vous rappeler, monsieur, QUE JE VOUS AI SAUVÉ LA VIE ; QU'UN INSTANT ÉMU PAR LA RECONNAISSANCE, VOUS SEMBLÂTES M'OFFRIR LE BONHEUR, ET QUE c'est en me précipitant dans ","(214205, 214316)","(480543, 480656)"
Sade_Justine_175,t que ton cœur t'inspirait... TU TE LIVRAIS DONC À UNE JOUISSANCE ? PAR OÙ DIABLE PRÉTENDS-TU QUE JE SOIS OBLIGÉ DE TE RÉCOMPENSER DES PLAISIRS QUE TU t'es donnés et comment te vin,vement inspiré par ton cœur ? TU TE LIVRAIS DONC À UNE JOUISSANCE ? PAR OÙ DIABLE PRÉTENDS-TU QUE JE SOIS OBLIGÉ DE TE RÉCOMPENSER DES PLAISIRS QUE TU te donnes ? Et comment te vin,"(214695, 214815)","(481182, 481302)"
Sade_Justine_176,"enise pour en jouir à l'aise, DAIGNE S'ABAISSER À DEVOIR QUELQUE CHOSE À UNE MISÉRABLE DE TON ESPÈCE ? M'EUSSES-TU RENDU LA VIE, JE NE TE DEVRAIS RIEN DÈS QUE TU N'AS TRAVAILLÉ QUE POUR TOI. AU TRAVAIL, ESCLAVE, AU TRAVAIL APPRENDS QUE LA CIVILISATION, EN BOULEVERSANT les institutions de la nature","nage dans l'or et l'opulence, DAIGNE S'ABAISSER À DEVOIR QUELQUE CHOSE À UNE MISÉRABLE DE TON ESPÈCE ? M'EUSSES-TU RENDU LA VIE, JE NE TE DEVRAIS RIEN, DÈS QUE TU N'AS AGI QUE POUR TOI : AU TRAVAIL, ESCLAVE, AU TRAVAIL APPRENDS QUE LA CIVILISATION, EN BOULEVERSANT les principes de la nature, n","(215038, 215276)","(481416, 481650)"
Sade_Justine_177,"riorité du fort sur le faible FUT TOUJOURS DANS LES LOIS DE LA NATURE À QUI IL DEVENAIT ÉGAL QUE LA CHAÎNE QUI CAPTIVAIT LE FAIBLE FÛT TENUE PAR LE PLUS RICHE OU PAR LE PLUS FORT, ET QU'ELLE ÉCRASÂT LE PLUS FAIBLE OU BIEN LE PLUS PAUVRE. MAIS ces sentiments de reconnaissa","uissance, la priorité du fort FUT TOUJOURS DANS LES LOIS DE LA NATURE, À QUI IL DEVENAIT ÉGAL QUE LA CHAÎNE QUI CAPTIVAIT LE FAIBLE FÛT TENUE PAR LE PLUS RICHE OU PAR LE PLUS VIGOUREUX, ET QU'ELLE ÉCRASÂT LE PLUS FAIBLE OU BIEN LE PLUS PAUVRE. MAIS ces mouvements de reconnaissa","(215916, 216128)","(482163, 482381)"
Sade_Justine_178,s lois que le plaisir où l'on SE LIVRAIT EN OBLIGEANT DEVÎNT UN MOTIF POUR CELUI QUI RECEVAIT DE SE RELÂCHER DE SES DROITS SUR L'AUTRE. VOIS-TU CHEZ LES ANIMAUX QUI NOUS SERVENT D'EXEMPLE CES SENTIMENTS DONT tu te targues ? Lorsque je te,"s lois que le plaisir où l'un SE LIVRAIT EN OBLIGEANT DEVÎNT UN MOTIF POUR CELUI QUI RECEVAIT DE SE RELÂCHER DE SES DROITS SUR L'AUTRE. VOIS-TU CHEZ LES ANIMAUX, QUI NOUS SERVENT D'EXEMPLES, CES SENTIMENTS QUE tu réclames ? Lorsque je te d","(216262, 216439)","(482535, 482714)"
Sade_Justine_179,"e du service qu'il a rendu--n'EST-CE PAS UNE JOUISSANCE POUR L'ORGUEIL QUE DE S'ÉLEVER AU-DESSUS DE SON SEMBLABLE, EN FAUT-IL D'AUTRE À CELUI QUI OBLIGE, ET SI L'OBLIGATION EN HUMILIANT L'ORGUEIL DE CELUI QUI REÇOIT DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'OBLIGE ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES AUSSI CERTAINEMENT QUE la bienfaisance n'est que cel","ouve au-dessus de l'autre ? N'EST-CE PAS UNE JOUISSANCE POUR L'ORGUEIL QUE DE S'ÉLEVER AU-DESSUS DE SON SEMBLABLE ? EN FAUT-IL D'AUTRE À CELUI QUI OBLIGE ? ET SI L'OBLIGATION, EN HUMILIANT CELUI QUI REÇOIT, DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'A OBLIGÉ ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES, AUSSI CERTAINEMENT QUE la reconnaissance n'est que c","(216954, 217426)","(483271, 483737)"
